2.640046365559101105e-02,2.701838500797748566e-02,2.700924687087535858e-02,2.677028626203536987e-02,2.651847526431083679e-02,2.661095000803470612e-02,2.643944695591926575e-02,2.609780803322792053e-02,2.600263431668281555e-02,2.582068182528018951e-02,2.557544782757759094e-02,2.538835071027278900e-02,2.545959874987602234e-02,2.505606040358543396e-02,2.498885057866573334e-02,2.522272989153862000e-02,2.595954388380050659e-02,2.597814612090587616e-02,2.609919384121894836e-02,2.625848166644573212e-02,2.648549899458885193e-02,2.585199661552906036e-02,2.532413415610790253e-02,2.502718754112720490e-02,2.459892258048057556e-02,2.407853491604328156e-02,2.340339310467243195e-02,2.342705242335796356e-02,2.317108213901519775e-02,2.297849394381046295e-02,2.281069941818714142e-02,2.379356510937213898e-02,2.287156134843826294e-02,2.284782193601131439e-02,2.288197912275791168e-02,2.341570332646369934e-02,2.377519942820072174e-02,2.482353709638118744e-02,2.615225687623023987e-02,2.722617238759994507e-02,2.736729383468627930e-02
2.834604121744632721e-02,2.801741659641265869e-02,2.779380232095718384e-02,2.703857980668544769e-02,2.635831199586391449e-02,2.617685869336128235e-02,2.576678246259689331e-02,2.544559538364410400e-02,2.553489804267883301e-02,2.507974766194820404e-02,2.525401301681995392e-02,2.523551322519779205e-02,2.544149942696094513e-02,2.560295909643173218e-02,2.570332400500774384e-02,2.621343545615673065e-02,2.711551077663898468e-02,2.759611792862415314e-02,2.746103145182132721e-02,2.768999710679054260e-02,2.764256857335567474e-02,2.734359540045261383e-02,2.672505378723144531e-02,2.657605893909931183e-02,2.601840160787105560e-02,2.540357597172260284e-02,2.494118921458721161e-02,2.486155927181243896e-02,2.431371994316577911e-02,2.381983958184719086e-02,2.358542382717132568e-02,2.413685619831085205e-02,2.311942540109157562e-02,2.268729917705059052e-02,2.253377810120582581e-02,2.273433841764926910e-02,2.318744920194149017e-02,2.440159395337104797e-02,2.585525251924991608e-02,2.706162445247173309e-02,2.751837112009525299e-02
2.626802958548069000e-02,2.623622305691242218e-02,2.635381370782852173e-02,2.574357762932777405e-02,2.549524791538715363e-02,2.526422217488288879e-02,2.507659047842025757e-02,2.464281395077705383e-02,2.439963817596435547e-02,2.411788888275623322e-02,2.446485683321952820e-02,2.478838711977005005e-02,2.522683702409267426e-02,2.536701411008834839e-02,2.523747645318508148e-02,2.571691758930683136e-02,2.622583881020545959e-02,2.627283148467540741e-02,2.658490091562271118e-02,2.643902786076068878e-02,2.667165175080299377e-02,2.636458911001682281e-02,2.614582702517509460e-02,2.569313161075115204e-02,2.514980919659137726e-02,2.479347586631774902e-02,2.434650436043739319e-02,2.440268732607364655e-02,2.392958477139472961e-02,2.353245578706264496e-02,2.321057952940464020e-02,2.340421453118324280e-02,2.353622950613498688e-02,2.279174700379371643e-02,2.246312983334064484e-02,2.238731086254119873e-02,2.316313050687313080e-02,2.332187443971633911e-02,2.386841550469398499e-02,2.477648854255676270e-02,2.524050511419773102e-02
2.632994204759597778e-02,2.602529898285865784e-02,2.581450715661048889e-02,2.556495368480682373e-02,2.525037899613380432e-02,2.488556690514087677e-02,2.466060779988765717e-02,2.422163262963294983e-02,2.417744509875774384e-02,2.431399375200271606e-02,2.476015314459800720e-02,2.516721189022064209e-02,2.585925348103046417e-02,2.583587169647216797e-02,2.586388587951660156e-02,2.588841505348682404e-02,2.629123255610466003e-02,2.620279975235462189e-02,2.593692392110824585e-02,2.612212859094142914e-02,2.605880238115787506e-02,2.597349137067794800e-02,2.547794021666049957e-02,2.569582499563694000e-02,2.532923407852649689e-02,2.491651102900505066e-02,2.457288280129432678e-02,2.470973134040832520e-02,2.421165257692337036e-02,2.407203428447246552e-02,2.401145361363887787e-02,2.401337027549743652e-02,2.365566976368427277e-02,2.388831414282321930e-02,2.357969060540199280e-02,2.373101748526096344e-02,2.348169498145580292e-02,2.328361012041568756e-02,2.339264564216136932e-02,2.428587153553962708e-02,2.384928427636623383e-02
2.605231292545795441e-02,2.592026442289352417e-02,2.581850066781044006e-02,2.545543946325778961e-02,2.548981830477714539e-02,2.539631538093090057e-02,2.485079318284988403e-02,2.426788024604320526e-02,2.439747191965579987e-02,2.479897998273372650e-02,2.520303241908550262e-02,2.570789679884910583e-02,2.637673728168010712e-02,2.601055242121219635e-02,2.587839588522911072e-02,2.595574036240577698e-02,2.607751451432704926e-02,2.608013711869716644e-02,2.577737532556056976e-02,2.583282440900802612e-02,2.582008764147758484e-02,2.544251456856727600e-02,2.520355954766273499e-02,2.538789436221122742e-02,2.512476779520511627e-02,2.482881583273410797e-02,2.459071017801761627e-02,2.455797977745532990e-02,2.413946203887462616e-02,2.422432415187358856e-02,2.430250868201255798e-02,2.463833615183830261e-02,2.447024546563625336e-02,2.458580769598484039e-02,2.481508068740367889e-02,2.507435344159603119e-02,2.451711893081665039e-02,2.400605753064155579e-02,2.357399649918079376e-02,2.348094061017036438e-02,2.353920973837375641e-02
2.486778236925601959e-02,2.533744089305400848e-02,2.562221698462963104e-02,2.601267583668231964e-02,2.643878757953643799e-02,2.664074115455150604e-02,2.614325471222400665e-02,2.571297995746135712e-02,2.584948949515819550e-02,2.588715776801109314e-02,2.568675577640533447e-02,2.574005164206027985e-02,2.585306204855442047e-02,2.578558027744293213e-02,2.552199363708496094e-02,2.550437487661838531e-02,2.552382461726665497e-02,2.550104260444641113e-02,2.499528042972087860e-02,2.490485459566116333e-02,2.474845200777053833e-02,2.426112443208694458e-02,2.380049228668212891e-02,2.398001588881015778e-02,2.361367642879486084e-02,2.353145927190780640e-02,2.356576919555664062e-02,2.379241958260536194e-02,2.358180284500122070e-02,2.346592769026756287e-02,2.328722737729549408e-02,2.353784628212451935e-02,2.378521300852298737e-02,2.398029714822769165e-02,2.484531886875629425e-02,2.504814416170120239e-02,2.506385371088981628e-02,2.472153306007385254e-02,2.493416890501976013e-02,2.453900501132011414e-02,2.460452355444431305e-02
2.478818781673908234e-02,2.568972483277320862e-02,2.651210315525531769e-02,2.719848230481147766e-02,2.811937592923641205e-02,2.866547554731369019e-02,2.843299135565757751e-02,2.796920388936996460e-02,2.825133875012397766e-02,2.830833941698074341e-02,2.725775167346000671e-02,2.668770588934421539e-02,2.607698738574981689e-02,2.594541385769844055e-02,2.578451111912727356e-02,2.552117407321929932e-02,2.556014992296695709e-02,2.517611533403396606e-02,2.484737336635589600e-02,2.465711347758769989e-02,2.413256838917732239e-02,2.371887676417827606e-02,2.325451001524925232e-02,2.318916656076908112e-02,2.305418252944946289e-02,2.291265875101089478e-02,2.297156676650047302e-02,2.337043359875679016e-02,2.330509573221206665e-02,2.309925109148025513e-02,2.288415469229221344e-02,2.319150231778621674e-02,2.348880283534526825e-02,2.403531223535537720e-02,2.472513169050216675e-02,2.546328119933605194e-02,2.572491019964218140e-02,2.618519589304924011e-02,2.674721367657184601e-02,2.676966413855552673e-02,2.700094878673553467e-02
2.492337673902511597e-02,2.577980607748031616e-02,2.660055272281169891e-02,2.728136070072650909e-02,2.831484563648700714e-02,2.924093045294284821e-02,2.941153012216091156e-02,2.912035025656223297e-02,2.935942821204662323e-02,2.952557988464832306e-02,2.863446436822414398e-02,2.742702886462211609e-02,2.655387669801712036e-02,2.603758499026298523e-02,2.601288445293903351e-02,2.544078975915908813e-02,2.514286339282989502e-02,2.481145039200782776e-02,2.420850843191146851e-02,2.394527755677700043e-02,2.349181659519672394e-02,2.294072881340980530e-02,2.260584570467472076e-02,2.270533144474029541e-02,2.295538410544395447e-02,2.258319966495037079e-02,2.274742349982261658e-02,2.314490266144275665e-02,2.314822748303413391e-02,2.287551574409008026e-02,2.258224785327911377e-02,2.268537506461143494e-02,2.309828065335750580e-02,2.364109084010124207e-02,2.440441213548183441e-02,2.500172331929206848e-02,2.549213171005249023e-02,2.579397894442081451e-02,2.687104977667331696e-02,2.691833488643169403e-02,2.709712646901607513e-02
2.508810162544250488e-02,2.603057213127613068e-02,2.660761587321758270e-02,2.692647650837898254e-02,2.807386219501495361e-02,2.913116477429866791e-02,2.925377897918224335e-02,2.904438786208629608e-02,2.927125431597232819e-02,2.995692193508148193e-02,2.912420965731143951e-02,2.838666178286075592e-02,2.739320695400238037e-02,2.644775807857513428e-02,2.584609016776084900e-02,2.538665011525154114e-02,2.476431243121623993e-02,2.429734170436859131e-02,2.375765517354011536e-02,2.332866564393043518e-02,2.284135855734348297e-02,2.235004678368568420e-02,2.218702435493469238e-02,2.244780957698822021e-02,2.269326522946357727e-02,2.284373342990875244e-02,2.300311252474784851e-02,2.355161868035793304e-02,2.328593283891677856e-02,2.280158549547195435e-02,2.247946523129940033e-02,2.249435335397720337e-02,2.261008508503437042e-02,2.300887182354927063e-02,2.327500283718109131e-02,2.371089346706867218e-02,2.428306452929973602e-02,2.480101399123668671e-02,2.554001659154891968e-02,2.588880807161331177e-02,2.598493918776512146e-02
2.650519460439682007e-02,2.709557861089706421e-02,2.753239497542381287e-02,2.848553471267223358e-02,2.859577536582946777e-02,2.953793667256832123e-02,2.974307164549827576e-02,2.977862954139709473e-02,2.999132499098777771e-02,3.107713535428047180e-02,3.092694841325283051e-02,3.023111633956432343e-02,2.972461469471454620e-02,2.911696396768093109e-02,2.780220657587051392e-02,2.659911103546619415e-02,2.566384524106979370e-02,2.507042326033115387e-02,2.424456551671028137e-02,2.392347715795040131e-02,2.339389361441135406e-02,2.299237251281738281e-02,2.302550524473190308e-02,2.333293482661247253e-02,2.370493113994598389e-02,2.385214343667030334e-02,2.415155991911888123e-02,2.467048726975917816e-02,2.445996925234794617e-02,2.375332079827785492e-02,2.367773838341236115e-02,2.404358983039855957e-02,2.384863048791885376e-02,2.375431731343269348e-02,2.373627759516239166e-02,2.408721670508384705e-02,2.438526041805744171e-02,2.491146884858608246e-02,2.564145624637603760e-02,2.590951137244701385e-02,2.572048828005790710e-02
