"","params","h","decision"
"2572","h=0.06",0.06,0
"2573","h=0.06",0.06,0
"2574","h=0.06",0.06,0
"2575","h=0.06",0.06,0
"2576","h=0.06",0.06,0
"2577","h=0.06",0.06,0
"2578","h=0.06",0.06,0
"2579","h=0.06",0.06,0
"2580","h=0.06",0.06,0
"2581","h=0.06",0.06,0
"2582","h=0.06",0.06,0
"2583","h=0.06",0.06,0
"2584","h=0.06",0.06,0
"2585","h=0.06",0.06,0
"2586","h=0.06",0.06,0
"2587","h=0.06",0.06,0
"2588","h=0.06",0.06,0
"2589","h=0.06",0.06,0
"2590","h=0.06",0.06,0
"2591","h=0.06",0.06,0
"2592","h=0.06",0.06,0
"2593","h=0.06",0.06,0
"2594","h=0.06",0.06,0
"2595","h=0.06",0.06,0
"2596","h=0.06",0.06,0
"2597","h=0.06",0.06,0
"2598","h=0.06",0.06,0
"2599","h=0.06",0.06,0
"2600","h=0.06",0.06,0
"2601","h=0.06",0.06,0
"2602","h=0.06",0.06,0
"2603","h=0.06",0.06,0
"2604","h=0.06",0.06,0
"2605","h=0.06",0.06,0
"2606","h=0.06",0.06,0
"2607","h=0.06",0.06,0
"2608","h=0.06",0.06,0
"2609","h=0.06",0.06,0
"2610","h=0.06",0.06,0
"2611","h=0.06",0.06,0
"2612","h=0.06",0.06,0
"2613","h=0.06",0.06,0
"2614","h=0.06",0.06,0
"2615","h=0.06",0.06,0
"2616","h=0.06",0.06,0
"2617","h=0.06",0.06,0
"2618","h=0.06",0.06,0
"2619","h=0.06",0.06,0
"2620","h=0.06",0.06,0
"2621","h=0.06",0.06,0
"2622","h=0.06",0.06,0
"2623","h=0.06",0.06,0
"2624","h=0.06",0.06,0
"2625","h=0.06",0.06,0
"2626","h=0.06",0.06,0
"2627","h=0.06",0.06,0
"2628","h=0.06",0.06,0
"2629","h=0.06",0.06,0
"2630","h=0.06",0.06,0
"2631","h=0.06",0.06,0
"2632","h=0.06",0.06,0
"2633","h=0.06",0.06,0
"2634","h=0.06",0.06,0
"2635","h=0.06",0.06,0
"2636","h=0.06",0.06,0
"2637","h=0.06",0.06,0
"2638","h=0.06",0.06,0
"2639","h=0.06",0.06,0
"2640","h=0.06",0.06,0
"2641","h=0.06",0.06,0
"2642","h=0.06",0.06,0
"2643","h=0.06",0.06,0
"2644","h=0.06",0.06,0
"2645","h=0.06",0.06,0
"2646","h=0.06",0.06,0
"2647","h=0.06",0.06,0
"2648","h=0.06",0.06,0
"2649","h=0.06",0.06,0
"2650","h=0.06",0.06,0
"2651","h=0.06",0.06,0
"2652","h=0.06",0.06,0
"2653","h=0.06",0.06,0
"2654","h=0.06",0.06,0
"2655","h=0.06",0.06,0
"2656","h=0.06",0.06,0
"2657","h=0.06",0.06,0
"2658","h=0.06",0.06,0
"2659","h=0.06",0.06,0
"2660","h=0.06",0.06,0
"2661","h=0.06",0.06,0
"2662","h=0.06",0.06,0
"2663","h=0.06",0.06,0
"2664","h=0.06",0.06,0
"2665","h=0.06",0.06,0
"2666","h=0.06",0.06,0
"2667","h=0.06",0.06,0
"2668","h=0.06",0.06,0
"2669","h=0.06",0.06,0
"2670","h=0.06",0.06,0
"2671","h=0.06",0.06,0
"2672","h=0.06",0.06,0
"2673","h=0.06",0.06,0
"2674","h=0.06",0.06,0
"2675","h=0.06",0.06,0
"2676","h=0.06",0.06,0
"2677","h=0.06",0.06,0
"2678","h=0.06",0.06,0
"2679","h=0.06",0.06,0
"2680","h=0.06",0.06,0
"2681","h=0.06",0.06,0
"2682","h=0.06",0.06,0
"2683","h=0.06",0.06,0
"2684","h=0.06",0.06,0
"2685","h=0.06",0.06,0
"2686","h=0.06",0.06,0
"2687","h=0.06",0.06,0
"2688","h=0.06",0.06,0
"2689","h=0.06",0.06,0
"2690","h=0.06",0.06,0
"2691","h=0.06",0.06,0
"2692","h=0.06",0.06,0
"2693","h=0.06",0.06,0
"2694","h=0.06",0.06,0
"2695","h=0.06",0.06,0
"2696","h=0.06",0.06,0
"2697","h=0.06",0.06,0
"2698","h=0.06",0.06,0
"2699","h=0.06",0.06,0
"2700","h=0.06",0.06,0
"2701","h=0.06",0.06,0
"2702","h=0.06",0.06,0
"2703","h=0.06",0.06,0
"2704","h=0.06",0.06,0
"2705","h=0.06",0.06,0
"2706","h=0.06",0.06,0
"2707","h=0.06",0.06,0
"2708","h=0.06",0.06,0
"2709","h=0.06",0.06,0
"2710","h=0.06",0.06,0
"2711","h=0.06",0.06,0
"2712","h=0.06",0.06,0
"2713","h=0.06",0.06,0
"2714","h=0.06",0.06,0
"2715","h=0.06",0.06,0
"2716","h=0.06",0.06,0
"2717","h=0.06",0.06,0
"2718","h=0.06",0.06,0
"2719","h=0.06",0.06,0
"2720","h=0.06",0.06,0
"2721","h=0.06",0.06,0
"2722","h=0.06",0.06,0
"2723","h=0.06",0.06,0
"2724","h=0.06",0.06,0
"2725","h=0.06",0.06,0
"2726","h=0.06",0.06,0
"2727","h=0.06",0.06,0
"2728","h=0.06",0.06,0
"2729","h=0.06",0.06,0
"2730","h=0.06",0.06,0
"2731","h=0.06",0.06,0
"2732","h=0.06",0.06,0
"2733","h=0.06",0.06,0
"2734","h=0.06",0.06,0
"2735","h=0.06",0.06,0
"2736","h=0.06",0.06,0
"2737","h=0.06",0.06,0
"2738","h=0.06",0.06,0
"2739","h=0.06",0.06,0
"2740","h=0.06",0.06,0
"2741","h=0.06",0.06,0
"2742","h=0.06",0.06,0
"2743","h=0.06",0.06,0
"2744","h=0.06",0.06,0
"2745","h=0.06",0.06,0
"2746","h=0.06",0.06,0
"2747","h=0.06",0.06,0
"2748","h=0.06",0.06,0
"2749","h=0.06",0.06,0
"2750","h=0.06",0.06,0
"2751","h=0.06",0.06,0
"2752","h=0.06",0.06,0
"2753","h=0.06",0.06,0
"2754","h=0.06",0.06,0
"2755","h=0.06",0.06,0
"2756","h=0.06",0.06,0
"2757","h=0.06",0.06,0
"2758","h=0.06",0.06,0
"2759","h=0.06",0.06,0
"2760","h=0.06",0.06,0
"2761","h=0.06",0.06,0
"2762","h=0.06",0.06,0
"2763","h=0.06",0.06,0
"2764","h=0.06",0.06,0
"2765","h=0.06",0.06,0
"2766","h=0.06",0.06,0
"2767","h=0.06",0.06,0
"2768","h=0.06",0.06,0
"2769","h=0.06",0.06,0
"2770","h=0.06",0.06,0
"2771","h=0.06",0.06,0
"2772","h=0.06",0.06,0
"2773","h=0.06",0.06,0
"2774","h=0.06",0.06,0
"2775","h=0.06",0.06,0
"2776","h=0.06",0.06,0
"2777","h=0.06",0.06,0
"2778","h=0.06",0.06,0
"2779","h=0.06",0.06,0
"2780","h=0.06",0.06,0
"2781","h=0.06",0.06,0
"2782","h=0.06",0.06,0
"2783","h=0.06",0.06,0
"2784","h=0.06",0.06,0
"2785","h=0.06",0.06,0
"2786","h=0.06",0.06,0
"2787","h=0.06",0.06,0
"2788","h=0.06",0.06,0
"2789","h=0.06",0.06,0
"2790","h=0.06",0.06,0
"2791","h=0.06",0.06,0
"2792","h=0.06",0.06,0
"2793","h=0.06",0.06,0
"2794","h=0.06",0.06,0
"2795","h=0.06",0.06,0
"2796","h=0.06",0.06,0
"2797","h=0.06",0.06,0
"2798","h=0.06",0.06,0
"2799","h=0.06",0.06,0
"2800","h=0.06",0.06,0
"2801","h=0.06",0.06,0
"2802","h=0.06",0.06,0
"2803","h=0.06",0.06,0
"2804","h=0.06",0.06,0
"2805","h=0.06",0.06,0
"2806","h=0.06",0.06,0
"2807","h=0.06",0.06,0
"2808","h=0.06",0.06,0
"2809","h=0.06",0.06,0
"2810","h=0.06",0.06,0
"2811","h=0.06",0.06,0
"2812","h=0.06",0.06,0
"2813","h=0.06",0.06,0
"2814","h=0.06",0.06,0
"2815","h=0.06",0.06,0
"2816","h=0.06",0.06,0
"2817","h=0.06",0.06,0
"2818","h=0.06",0.06,0
"2819","h=0.06",0.06,0
"2820","h=0.06",0.06,0
"2821","h=0.06",0.06,0
"2822","h=0.06",0.06,0
"2823","h=0.06",0.06,0
"2824","h=0.06",0.06,0
"2825","h=0.06",0.06,0
"2826","h=0.06",0.06,0
"2827","h=0.06",0.06,0
"2828","h=0.06",0.06,0
"2829","h=0.06",0.06,0
"2830","h=0.06",0.06,0
"2831","h=0.06",0.06,0
"2832","h=0.06",0.06,0
"2833","h=0.06",0.06,0
"2834","h=0.06",0.06,0
"2835","h=0.06",0.06,0
"2836","h=0.06",0.06,0
"2837","h=0.06",0.06,0
"2838","h=0.06",0.06,0
"2839","h=0.06",0.06,0
"2840","h=0.06",0.06,0
"2841","h=0.06",0.06,0
"2842","h=0.06",0.06,0
"2843","h=0.06",0.06,0
"2844","h=0.06",0.06,0
"2845","h=0.06",0.06,0
"2846","h=0.06",0.06,0
"2847","h=0.06",0.06,0
"2848","h=0.06",0.06,0
"2849","h=0.06",0.06,0
"2850","h=0.06",0.06,0
"2851","h=0.06",0.06,0
"2852","h=0.06",0.06,0
"2853","h=0.06",0.06,0
"2854","h=0.06",0.06,0
"2855","h=0.06",0.06,0
"2856","h=0.06",0.06,0
"2857","h=0.06",0.06,0
"2858","h=0.06",0.06,0
"2859","h=0.06",0.06,0
"2860","h=0.06",0.06,0
"2861","h=0.06",0.06,0
"2862","h=0.06",0.06,0
"2863","h=0.06",0.06,0
"2864","h=0.06",0.06,0
"2865","h=0.06",0.06,0
"2866","h=0.06",0.06,0
"2867","h=0.06",0.06,0
"2868","h=0.06",0.06,0
"2869","h=0.06",0.06,0
"2870","h=0.06",0.06,0
"2871","h=0.06",0.06,0
"2872","h=0.06",0.06,0
"2873","h=0.06",0.06,0
"2874","h=0.06",0.06,0
"2875","h=0.06",0.06,0
"2876","h=0.06",0.06,0
"2877","h=0.06",0.06,0
"2878","h=0.06",0.06,0
"2879","h=0.06",0.06,0
"2880","h=0.06",0.06,0
"2881","h=0.06",0.06,0
"2882","h=0.06",0.06,0
"2883","h=0.06",0.06,0
"2884","h=0.06",0.06,0
"2885","h=0.06",0.06,0
"2886","h=0.06",0.06,0
"2887","h=0.06",0.06,0
"2888","h=0.06",0.06,0
"2889","h=0.06",0.06,0
"2890","h=0.06",0.06,0
"2891","h=0.06",0.06,0
"2892","h=0.06",0.06,0
"2893","h=0.06",0.06,0
"2894","h=0.06",0.06,0
"2895","h=0.06",0.06,0
"2896","h=0.06",0.06,0
"2897","h=0.06",0.06,0
"2898","h=0.06",0.06,0
"2899","h=0.06",0.06,0
"2900","h=0.06",0.06,0
"2901","h=0.06",0.06,0
"2902","h=0.06",0.06,0
"2903","h=0.06",0.06,0
"2904","h=0.06",0.06,0
"2905","h=0.06",0.06,0
"2906","h=0.06",0.06,0
"2907","h=0.06",0.06,0
"2908","h=0.06",0.06,0
"2909","h=0.06",0.06,0
"2910","h=0.06",0.06,0
"2911","h=0.06",0.06,0
"2912","h=0.06",0.06,0
"2913","h=0.06",0.06,0
"2914","h=0.06",0.06,0
"2915","h=0.06",0.06,0
"2916","h=0.06",0.06,0
"2917","h=0.06",0.06,0
"2918","h=0.06",0.06,0
"2919","h=0.06",0.06,0
"2920","h=0.06",0.06,0
"2921","h=0.06",0.06,0
"2922","h=0.06",0.06,0
"2923","h=0.06",0.06,0
"2924","h=0.06",0.06,0
"2925","h=0.06",0.06,0
"2926","h=0.06",0.06,0
"2927","h=0.06",0.06,0
"2928","h=0.06",0.06,0
"2929","h=0.06",0.06,0
"2930","h=0.06",0.06,0
"2931","h=0.06",0.06,0
"2932","h=0.06",0.06,0
"2933","h=0.06",0.06,0
"2934","h=0.06",0.06,0
"2935","h=0.06",0.06,0
"2936","h=0.06",0.06,0
"2937","h=0.06",0.06,0
"2938","h=0.06",0.06,0
"2939","h=0.06",0.06,0
"2940","h=0.06",0.06,0
"2941","h=0.06",0.06,0
"2942","h=0.06",0.06,0
"2943","h=0.06",0.06,0
"2944","h=0.06",0.06,0
"2945","h=0.06",0.06,0
"2946","h=0.06",0.06,0
"2947","h=0.06",0.06,0
"2948","h=0.06",0.06,0
"2949","h=0.06",0.06,0
"2950","h=0.06",0.06,0
"2951","h=0.06",0.06,0
"2952","h=0.06",0.06,0
"2953","h=0.06",0.06,0
"2954","h=0.06",0.06,0
"2955","h=0.06",0.06,0
"2956","h=0.06",0.06,0
"2957","h=0.06",0.06,0
"2958","h=0.06",0.06,0
"2959","h=0.06",0.06,0
"2960","h=0.06",0.06,0
"2961","h=0.06",0.06,0
"2962","h=0.06",0.06,0
"2963","h=0.06",0.06,0
"2964","h=0.06",0.06,0
"2965","h=0.06",0.06,0
"2966","h=0.06",0.06,0
"2967","h=0.06",0.06,0
"2968","h=0.06",0.06,0
"2969","h=0.06",0.06,0
"2970","h=0.06",0.06,0
"2971","h=0.06",0.06,0
"2972","h=0.06",0.06,0
"2973","h=0.06",0.06,0
"2974","h=0.06",0.06,0
"2975","h=0.06",0.06,0
"2976","h=0.06",0.06,0
"2977","h=0.06",0.06,0
"2978","h=0.06",0.06,0
"2979","h=0.06",0.06,0
"2980","h=0.06",0.06,0
"2981","h=0.06",0.06,0
"2982","h=0.06",0.06,0
"2983","h=0.06",0.06,0
"2984","h=0.06",0.06,0
"2985","h=0.06",0.06,0
"2986","h=0.06",0.06,0
"2987","h=0.06",0.06,0
"2988","h=0.06",0.06,0
"2989","h=0.06",0.06,0
"2990","h=0.06",0.06,0
"2991","h=0.06",0.06,0
"2992","h=0.06",0.06,0
"2993","h=0.06",0.06,0
"2994","h=0.06",0.06,0
"2995","h=0.06",0.06,0
"2996","h=0.06",0.06,0
"2997","h=0.06",0.06,0
"2998","h=0.06",0.06,0
"2999","h=0.06",0.06,0
"3000","h=0.06",0.06,0
"3001","h=0.08",0.08,0
"3002","h=0.08",0.08,0
"3003","h=0.08",0.08,0
"3004","h=0.08",0.08,0
"3005","h=0.08",0.08,0
"3006","h=0.08",0.08,0
"3007","h=0.08",0.08,0
"3008","h=0.08",0.08,0
"3009","h=0.08",0.08,0
"3010","h=0.08",0.08,0
"3011","h=0.08",0.08,0
"3012","h=0.08",0.08,0
"3013","h=0.08",0.08,0
"3014","h=0.08",0.08,0
"3015","h=0.08",0.08,0
"3016","h=0.08",0.08,0
"3017","h=0.08",0.08,0
"3018","h=0.08",0.08,0
"3019","h=0.08",0.08,0
"3020","h=0.08",0.08,0
"3021","h=0.08",0.08,0
"3022","h=0.08",0.08,0
"3023","h=0.08",0.08,0
"3024","h=0.08",0.08,0
"3025","h=0.08",0.08,0
"3026","h=0.08",0.08,0
"3027","h=0.08",0.08,0
"3028","h=0.08",0.08,0
"3029","h=0.08",0.08,0
"3030","h=0.08",0.08,0
"3031","h=0.08",0.08,0
"3032","h=0.08",0.08,0
"3033","h=0.08",0.08,0
"3034","h=0.08",0.08,0
"3035","h=0.08",0.08,0
"3036","h=0.08",0.08,0
"3037","h=0.08",0.08,0
"3038","h=0.08",0.08,0
"3039","h=0.08",0.08,0
"3040","h=0.08",0.08,0
"3041","h=0.08",0.08,0
"3042","h=0.08",0.08,0
"3043","h=0.08",0.08,0
"3044","h=0.08",0.08,0
"3045","h=0.08",0.08,0
"3046","h=0.08",0.08,0
"3047","h=0.08",0.08,0
"3048","h=0.08",0.08,0
"3049","h=0.08",0.08,0
"3050","h=0.08",0.08,0
"3051","h=0.08",0.08,0
"3052","h=0.08",0.08,0
"3053","h=0.08",0.08,0
"3054","h=0.08",0.08,0
"3055","h=0.08",0.08,0
"3056","h=0.08",0.08,0
"3057","h=0.08",0.08,0
"3058","h=0.08",0.08,0
"3059","h=0.08",0.08,0
"3060","h=0.08",0.08,0
"3061","h=0.08",0.08,0
"3062","h=0.08",0.08,0
"3063","h=0.08",0.08,0
"3064","h=0.08",0.08,0
"3065","h=0.08",0.08,0
"3066","h=0.08",0.08,0
"3067","h=0.08",0.08,0
"3068","h=0.08",0.08,0
"3069","h=0.08",0.08,0
"3070","h=0.08",0.08,0
"3071","h=0.08",0.08,0
"3072","h=0.08",0.08,0
"3073","h=0.08",0.08,0
"3074","h=0.08",0.08,0
"3075","h=0.08",0.08,0
"3076","h=0.08",0.08,0
"3077","h=0.08",0.08,0
"3078","h=0.08",0.08,0
"3079","h=0.08",0.08,0
"3080","h=0.08",0.08,0
"3081","h=0.08",0.08,0
"3082","h=0.08",0.08,0
"3083","h=0.08",0.08,0
"3084","h=0.08",0.08,0
"3085","h=0.08",0.08,0
"3086","h=0.08",0.08,0
"3087","h=0.08",0.08,0
"3088","h=0.08",0.08,0
"3089","h=0.08",0.08,0
"3090","h=0.08",0.08,0
"3091","h=0.08",0.08,0
"3092","h=0.08",0.08,0
"3093","h=0.08",0.08,0
"3094","h=0.08",0.08,0
"3095","h=0.08",0.08,0
"3096","h=0.08",0.08,0
"3097","h=0.08",0.08,0
"3098","h=0.08",0.08,0
"3099","h=0.08",0.08,0
"3100","h=0.08",0.08,0
"3101","h=0.08",0.08,0
"3102","h=0.08",0.08,0
"3103","h=0.08",0.08,0
"3104","h=0.08",0.08,0
"3105","h=0.08",0.08,0
"3106","h=0.08",0.08,0
"3107","h=0.08",0.08,0
"3108","h=0.08",0.08,0
"3109","h=0.08",0.08,0
"3110","h=0.08",0.08,0
"3111","h=0.08",0.08,0
"3112","h=0.08",0.08,0
"3113","h=0.08",0.08,0
"3114","h=0.08",0.08,0
"3115","h=0.08",0.08,0
"3116","h=0.08",0.08,0
"3117","h=0.08",0.08,0
"3118","h=0.08",0.08,0
"3119","h=0.08",0.08,0
"3120","h=0.08",0.08,0
"3121","h=0.08",0.08,0
"3122","h=0.08",0.08,0
"3123","h=0.08",0.08,0
"3124","h=0.08",0.08,0
"3125","h=0.08",0.08,0
"3126","h=0.08",0.08,0
"3127","h=0.08",0.08,0
"3128","h=0.08",0.08,0
"3129","h=0.08",0.08,0
"3130","h=0.08",0.08,0
"3131","h=0.08",0.08,0
"3132","h=0.08",0.08,0
"3133","h=0.08",0.08,0
"3134","h=0.08",0.08,0
"3135","h=0.08",0.08,0
"3136","h=0.08",0.08,0
"3137","h=0.08",0.08,0
"3138","h=0.08",0.08,0
"3139","h=0.08",0.08,0
"3140","h=0.08",0.08,0
"3141","h=0.08",0.08,0
"3142","h=0.08",0.08,0
"3143","h=0.08",0.08,0
"3144","h=0.08",0.08,0
"3145","h=0.08",0.08,0
"3146","h=0.08",0.08,0
"3147","h=0.08",0.08,0
"3148","h=0.08",0.08,0
"3149","h=0.08",0.08,0
"3150","h=0.08",0.08,0
"3151","h=0.08",0.08,0
"3152","h=0.08",0.08,0
"3153","h=0.08",0.08,0
"3154","h=0.08",0.08,0
"3155","h=0.08",0.08,0
"3156","h=0.08",0.08,0
"3157","h=0.08",0.08,0
"3158","h=0.08",0.08,0
"3159","h=0.08",0.08,0
"3160","h=0.08",0.08,0
"3161","h=0.08",0.08,0
"3162","h=0.08",0.08,0
"3163","h=0.08",0.08,0
"3164","h=0.08",0.08,0
"3165","h=0.08",0.08,0
"3166","h=0.08",0.08,0
"3167","h=0.08",0.08,0
"3168","h=0.08",0.08,0
"3169","h=0.08",0.08,0
"3170","h=0.08",0.08,0
"3171","h=0.08",0.08,0
"3172","h=0.08",0.08,0
"3173","h=0.08",0.08,0
"3174","h=0.08",0.08,0
"3175","h=0.08",0.08,0
"3176","h=0.08",0.08,0
"3177","h=0.08",0.08,0
"3178","h=0.08",0.08,0
"3179","h=0.08",0.08,0
"3180","h=0.08",0.08,0
"3181","h=0.08",0.08,0
"3182","h=0.08",0.08,0
"3183","h=0.08",0.08,0
"3184","h=0.08",0.08,0
"3185","h=0.08",0.08,0
"3186","h=0.08",0.08,0
"3187","h=0.08",0.08,0
"3188","h=0.08",0.08,0
"3189","h=0.08",0.08,0
"3190","h=0.08",0.08,0
"3191","h=0.08",0.08,0
"3192","h=0.08",0.08,0
"3193","h=0.08",0.08,0
"3194","h=0.08",0.08,0
"3195","h=0.08",0.08,0
"3196","h=0.08",0.08,0
"3197","h=0.08",0.08,0
"3198","h=0.08",0.08,0
"3199","h=0.08",0.08,0
"3200","h=0.08",0.08,0
"3201","h=0.08",0.08,0
"3202","h=0.08",0.08,0
"3203","h=0.08",0.08,0
"3204","h=0.08",0.08,0
"3205","h=0.08",0.08,0
"3206","h=0.08",0.08,0
"3207","h=0.08",0.08,0
"3208","h=0.08",0.08,0
"3209","h=0.08",0.08,0
"3210","h=0.08",0.08,0
"3211","h=0.08",0.08,0
"3212","h=0.08",0.08,0
"3213","h=0.08",0.08,0
"3214","h=0.08",0.08,0
"3215","h=0.08",0.08,0
"3216","h=0.08",0.08,0
"3217","h=0.08",0.08,0
"3218","h=0.08",0.08,0
"3219","h=0.08",0.08,0
"3220","h=0.08",0.08,0
"3221","h=0.08",0.08,0
"3222","h=0.08",0.08,0
"3223","h=0.08",0.08,0
"3224","h=0.08",0.08,0
"3225","h=0.08",0.08,0
"3226","h=0.08",0.08,0
"3227","h=0.08",0.08,0
"3228","h=0.08",0.08,0
"3229","h=0.08",0.08,0
"3230","h=0.08",0.08,0
"3231","h=0.08",0.08,0
"3232","h=0.08",0.08,0
"3233","h=0.08",0.08,0
"3234","h=0.08",0.08,0
"3235","h=0.08",0.08,0
"3236","h=0.08",0.08,0
"3237","h=0.08",0.08,0
"3238","h=0.08",0.08,0
"3239","h=0.08",0.08,0
"3240","h=0.08",0.08,0
"3241","h=0.08",0.08,0
"3242","h=0.08",0.08,0
"3243","h=0.08",0.08,0
"3244","h=0.08",0.08,0
"3245","h=0.08",0.08,0
"3246","h=0.08",0.08,0
"3247","h=0.08",0.08,0
"3248","h=0.08",0.08,0
"3249","h=0.08",0.08,0
"3250","h=0.08",0.08,0
"3251","h=0.08",0.08,0
"3252","h=0.08",0.08,0
"3253","h=0.08",0.08,0
"3254","h=0.08",0.08,0
"3255","h=0.08",0.08,0
"3256","h=0.08",0.08,0
"3257","h=0.08",0.08,0
"3258","h=0.08",0.08,0
"3259","h=0.08",0.08,0
"3260","h=0.08",0.08,0
"3261","h=0.08",0.08,0
"3262","h=0.08",0.08,0
"3263","h=0.08",0.08,0
"3264","h=0.08",0.08,0
"3265","h=0.08",0.08,0
"3266","h=0.08",0.08,0
"3267","h=0.08",0.08,0
"3268","h=0.08",0.08,0
"3269","h=0.08",0.08,0
"3270","h=0.08",0.08,0
"3271","h=0.08",0.08,0
"3272","h=0.08",0.08,0
"3273","h=0.08",0.08,0
"3274","h=0.08",0.08,0
"3275","h=0.08",0.08,0
"3276","h=0.08",0.08,0
"3277","h=0.08",0.08,0
"3278","h=0.08",0.08,0
"3279","h=0.08",0.08,0
"3280","h=0.08",0.08,0
"3281","h=0.08",0.08,0
"3282","h=0.08",0.08,0
"3283","h=0.08",0.08,0
"3284","h=0.08",0.08,0
"3285","h=0.08",0.08,0
"3286","h=0.08",0.08,0
"3287","h=0.08",0.08,0
"3288","h=0.08",0.08,0
"3289","h=0.08",0.08,0
"3290","h=0.08",0.08,0
"3291","h=0.08",0.08,0
"3292","h=0.08",0.08,0
"3293","h=0.08",0.08,0
"3294","h=0.08",0.08,0
"3295","h=0.08",0.08,0
"3296","h=0.08",0.08,0
"3297","h=0.08",0.08,0
"3298","h=0.08",0.08,0
"3299","h=0.08",0.08,0
"3300","h=0.08",0.08,0
"3301","h=0.08",0.08,0
"3302","h=0.08",0.08,0
"3303","h=0.08",0.08,0
"3304","h=0.08",0.08,0
"3305","h=0.08",0.08,0
"3306","h=0.08",0.08,0
"3307","h=0.08",0.08,0
"3308","h=0.08",0.08,0
"3309","h=0.08",0.08,0
"3310","h=0.08",0.08,0
"3311","h=0.08",0.08,0
"3312","h=0.08",0.08,0
"3313","h=0.08",0.08,0
"3314","h=0.08",0.08,0
"3315","h=0.08",0.08,0
"3316","h=0.08",0.08,0
"3317","h=0.08",0.08,0
"3318","h=0.08",0.08,0
"3319","h=0.08",0.08,0
"3320","h=0.08",0.08,0
"3321","h=0.08",0.08,0
"3322","h=0.08",0.08,0
"3323","h=0.08",0.08,0
"3324","h=0.08",0.08,0
"3325","h=0.08",0.08,0
"3326","h=0.08",0.08,0
"3327","h=0.08",0.08,0
"3328","h=0.08",0.08,0
"3329","h=0.08",0.08,0
"3330","h=0.08",0.08,0
"3331","h=0.08",0.08,0
"3332","h=0.08",0.08,0
"3333","h=0.08",0.08,0
"3334","h=0.08",0.08,0
"3335","h=0.08",0.08,0
"3336","h=0.08",0.08,0
"3337","h=0.08",0.08,0
"3338","h=0.08",0.08,0
"3339","h=0.08",0.08,0
"3340","h=0.08",0.08,0
"3341","h=0.08",0.08,0
"3342","h=0.08",0.08,0
"3343","h=0.08",0.08,0
"3344","h=0.08",0.08,0
"3345","h=0.08",0.08,0
"3346","h=0.08",0.08,0
"3347","h=0.08",0.08,0
"3348","h=0.08",0.08,0
"3349","h=0.08",0.08,0
"3350","h=0.08",0.08,0
"3351","h=0.08",0.08,0
"3352","h=0.08",0.08,0
"3353","h=0.08",0.08,0
"3354","h=0.08",0.08,0
"3355","h=0.08",0.08,0
"3356","h=0.08",0.08,0
"3357","h=0.08",0.08,0
"3358","h=0.08",0.08,0
"3359","h=0.08",0.08,0
"3360","h=0.08",0.08,0
"3361","h=0.08",0.08,0
"3362","h=0.08",0.08,0
"3363","h=0.08",0.08,0
"3364","h=0.08",0.08,0
"3365","h=0.08",0.08,0
"3366","h=0.08",0.08,0
"3367","h=0.08",0.08,0
"3368","h=0.08",0.08,0
"3369","h=0.08",0.08,0
"3370","h=0.08",0.08,0
"3371","h=0.08",0.08,0
"3372","h=0.08",0.08,0
"3373","h=0.08",0.08,0
"3374","h=0.08",0.08,0
"3375","h=0.08",0.08,0
"3376","h=0.08",0.08,0
"3377","h=0.08",0.08,0
"3378","h=0.08",0.08,0
"3379","h=0.08",0.08,0
"3380","h=0.08",0.08,0
"3381","h=0.08",0.08,0
"3382","h=0.08",0.08,0
"3383","h=0.08",0.08,0
"3384","h=0.08",0.08,0
"3385","h=0.08",0.08,0
"3386","h=0.08",0.08,0
"3387","h=0.08",0.08,0
"3388","h=0.08",0.08,0
"3389","h=0.08",0.08,0
"3390","h=0.08",0.08,0
"3391","h=0.08",0.08,0
"3392","h=0.08",0.08,0
"3393","h=0.08",0.08,0
"3394","h=0.08",0.08,0
"3395","h=0.08",0.08,0
"3396","h=0.08",0.08,0
"3397","h=0.08",0.08,0
"3398","h=0.08",0.08,0
"3399","h=0.08",0.08,0
"3400","h=0.08",0.08,0
"3401","h=0.08",0.08,0
"3402","h=0.08",0.08,0
"3403","h=0.08",0.08,0
"3404","h=0.08",0.08,0
"3405","h=0.08",0.08,0
"3406","h=0.08",0.08,0
"3407","h=0.08",0.08,0
"3408","h=0.08",0.08,0
"3409","h=0.08",0.08,0
"3410","h=0.08",0.08,0
"3411","h=0.08",0.08,0
"3412","h=0.08",0.08,0
"3413","h=0.08",0.08,0
"3414","h=0.08",0.08,0
"3415","h=0.08",0.08,0
"3416","h=0.08",0.08,0
"3417","h=0.08",0.08,0
"3418","h=0.08",0.08,0
"3419","h=0.08",0.08,0
"3420","h=0.08",0.08,0
"3421","h=0.08",0.08,0
"3422","h=0.08",0.08,0
"3423","h=0.08",0.08,0
"3424","h=0.08",0.08,0
"3425","h=0.08",0.08,0
"3426","h=0.08",0.08,0
"3427","h=0.08",0.08,0
"3428","h=0.08",0.08,0
"3429","h=0.08",0.08,0
"3430","h=0.08",0.08,0
"3431","h=0.08",0.08,0
"3432","h=0.08",0.08,0
"3433","h=0.08",0.08,0
"3434","h=0.08",0.08,0
"3435","h=0.08",0.08,0
"3436","h=0.08",0.08,0
"3437","h=0.08",0.08,0
"3438","h=0.08",0.08,0
"3439","h=0.08",0.08,0
"3440","h=0.08",0.08,0
"3441","h=0.08",0.08,0
"3442","h=0.08",0.08,0
"3443","h=0.08",0.08,0
"3444","h=0.08",0.08,0
"3445","h=0.08",0.08,0
