params,h,decision
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,1
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,1
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,1
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,1
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,1
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,1
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,1
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,1
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.1,0.1,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,1
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,1
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,1
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,1
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,1
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,1
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
h=0.12,0.12,0
