"","params","delta","n","decision"
"5911","delta=0.2, n=20",0.2,20,0
"5912","delta=0.2, n=20",0.2,20,0
"5913","delta=0.2, n=20",0.2,20,1
"5914","delta=0.2, n=20",0.2,20,0
"5915","delta=0.2, n=20",0.2,20,0
"5916","delta=0.2, n=20",0.2,20,0
"5917","delta=0.2, n=20",0.2,20,1
"5918","delta=0.2, n=20",0.2,20,1
"5919","delta=0.2, n=20",0.2,20,0
"5920","delta=0.2, n=20",0.2,20,0
"5921","delta=0.2, n=20",0.2,20,1
"5922","delta=0.2, n=20",0.2,20,1
"5923","delta=0.2, n=20",0.2,20,1
"5924","delta=0.2, n=20",0.2,20,0
"5925","delta=0.2, n=20",0.2,20,1
"5926","delta=0.2, n=20",0.2,20,0
"5927","delta=0.2, n=20",0.2,20,0
"5928","delta=0.2, n=20",0.2,20,0
"5929","delta=0.2, n=20",0.2,20,0
"5930","delta=0.2, n=20",0.2,20,0
"5931","delta=0.2, n=20",0.2,20,0
"5932","delta=0.2, n=20",0.2,20,0
"5933","delta=0.2, n=20",0.2,20,0
"5934","delta=0.2, n=20",0.2,20,0
"5935","delta=0.2, n=20",0.2,20,0
"5936","delta=0.2, n=20",0.2,20,1
"5937","delta=0.2, n=20",0.2,20,1
"5938","delta=0.2, n=20",0.2,20,0
"5939","delta=0.2, n=20",0.2,20,0
"5940","delta=0.2, n=20",0.2,20,0
"5941","delta=0.2, n=20",0.2,20,0
"5942","delta=0.2, n=20",0.2,20,1
"5943","delta=0.2, n=20",0.2,20,1
"5944","delta=0.2, n=20",0.2,20,0
"5945","delta=0.2, n=20",0.2,20,0
"5946","delta=0.2, n=20",0.2,20,1
"5947","delta=0.2, n=20",0.2,20,1
"5948","delta=0.2, n=20",0.2,20,1
"5949","delta=0.2, n=20",0.2,20,0
"5950","delta=0.2, n=20",0.2,20,0
"5951","delta=0.2, n=20",0.2,20,1
"5952","delta=0.2, n=20",0.2,20,1
"5953","delta=0.2, n=20",0.2,20,1
"5954","delta=0.2, n=20",0.2,20,0
"5955","delta=0.2, n=20",0.2,20,0
"5956","delta=0.2, n=20",0.2,20,0
"5957","delta=0.2, n=20",0.2,20,1
"5958","delta=0.2, n=20",0.2,20,0
"5959","delta=0.2, n=20",0.2,20,0
"5960","delta=0.2, n=20",0.2,20,0
"5961","delta=0.2, n=20",0.2,20,1
"5962","delta=0.2, n=20",0.2,20,0
"5963","delta=0.2, n=20",0.2,20,1
"5964","delta=0.2, n=20",0.2,20,1
"5965","delta=0.2, n=20",0.2,20,1
"5966","delta=0.2, n=20",0.2,20,1
"5967","delta=0.2, n=20",0.2,20,1
"5968","delta=0.2, n=20",0.2,20,0
"5969","delta=0.2, n=20",0.2,20,1
"5970","delta=0.2, n=20",0.2,20,1
"5971","delta=0.2, n=20",0.2,20,0
"5972","delta=0.2, n=20",0.2,20,0
"5973","delta=0.2, n=20",0.2,20,1
"5974","delta=0.2, n=20",0.2,20,0
"5975","delta=0.2, n=20",0.2,20,1
"5976","delta=0.2, n=20",0.2,20,1
"5977","delta=0.2, n=20",0.2,20,1
"5978","delta=0.2, n=20",0.2,20,1
"5979","delta=0.2, n=20",0.2,20,0
"5980","delta=0.2, n=20",0.2,20,1
"5981","delta=0.2, n=20",0.2,20,0
"5982","delta=0.2, n=20",0.2,20,0
"5983","delta=0.2, n=20",0.2,20,0
"5984","delta=0.2, n=20",0.2,20,0
"5985","delta=0.2, n=20",0.2,20,0
"5986","delta=0.2, n=20",0.2,20,0
"5987","delta=0.2, n=20",0.2,20,1
"5988","delta=0.2, n=20",0.2,20,0
"5989","delta=0.2, n=20",0.2,20,0
"5990","delta=0.2, n=20",0.2,20,1
"5991","delta=0.2, n=20",0.2,20,0
"5992","delta=0.2, n=20",0.2,20,0
"5993","delta=0.2, n=20",0.2,20,1
"5994","delta=0.2, n=20",0.2,20,1
"5995","delta=0.2, n=20",0.2,20,0
"5996","delta=0.2, n=20",0.2,20,0
"5997","delta=0.2, n=20",0.2,20,0
"5998","delta=0.2, n=20",0.2,20,0
"5999","delta=0.2, n=20",0.2,20,1
"6000","delta=0.2, n=20",0.2,20,0
"6001","delta=0.2, n=25",0.2,25,0
"6002","delta=0.2, n=25",0.2,25,0
"6003","delta=0.2, n=25",0.2,25,1
"6004","delta=0.2, n=25",0.2,25,1
"6005","delta=0.2, n=25",0.2,25,1
"6006","delta=0.2, n=25",0.2,25,1
"6007","delta=0.2, n=25",0.2,25,0
"6008","delta=0.2, n=25",0.2,25,0
"6009","delta=0.2, n=25",0.2,25,1
"6010","delta=0.2, n=25",0.2,25,1
"6011","delta=0.2, n=25",0.2,25,0
"6012","delta=0.2, n=25",0.2,25,0
"6013","delta=0.2, n=25",0.2,25,0
"6014","delta=0.2, n=25",0.2,25,0
"6015","delta=0.2, n=25",0.2,25,0
"6016","delta=0.2, n=25",0.2,25,0
"6017","delta=0.2, n=25",0.2,25,0
"6018","delta=0.2, n=25",0.2,25,1
"6019","delta=0.2, n=25",0.2,25,0
"6020","delta=0.2, n=25",0.2,25,1
"6021","delta=0.2, n=25",0.2,25,1
"6022","delta=0.2, n=25",0.2,25,1
"6023","delta=0.2, n=25",0.2,25,1
"6024","delta=0.2, n=25",0.2,25,0
"6025","delta=0.2, n=25",0.2,25,0
"6026","delta=0.2, n=25",0.2,25,1
"6027","delta=0.2, n=25",0.2,25,0
"6028","delta=0.2, n=25",0.2,25,1
"6029","delta=0.2, n=25",0.2,25,0
"6030","delta=0.2, n=25",0.2,25,0
"6031","delta=0.2, n=25",0.2,25,0
"6032","delta=0.2, n=25",0.2,25,1
"6033","delta=0.2, n=25",0.2,25,0
"6034","delta=0.2, n=25",0.2,25,0
"6035","delta=0.2, n=25",0.2,25,1
"6036","delta=0.2, n=25",0.2,25,0
"6037","delta=0.2, n=25",0.2,25,1
"6038","delta=0.2, n=25",0.2,25,0
"6039","delta=0.2, n=25",0.2,25,1
"6040","delta=0.2, n=25",0.2,25,0
"6041","delta=0.2, n=25",0.2,25,1
"6042","delta=0.2, n=25",0.2,25,1
"6043","delta=0.2, n=25",0.2,25,1
"6044","delta=0.2, n=25",0.2,25,0
"6045","delta=0.2, n=25",0.2,25,1
"6046","delta=0.2, n=25",0.2,25,0
"6047","delta=0.2, n=25",0.2,25,1
"6048","delta=0.2, n=25",0.2,25,0
"6049","delta=0.2, n=25",0.2,25,0
"6050","delta=0.2, n=25",0.2,25,0
"6051","delta=0.2, n=25",0.2,25,0
"6052","delta=0.2, n=25",0.2,25,1
"6053","delta=0.2, n=25",0.2,25,0
"6054","delta=0.2, n=25",0.2,25,0
"6055","delta=0.2, n=25",0.2,25,1
"6056","delta=0.2, n=25",0.2,25,0
"6057","delta=0.2, n=25",0.2,25,0
"6058","delta=0.2, n=25",0.2,25,0
"6059","delta=0.2, n=25",0.2,25,0
"6060","delta=0.2, n=25",0.2,25,1
"6061","delta=0.2, n=25",0.2,25,1
"6062","delta=0.2, n=25",0.2,25,0
"6063","delta=0.2, n=25",0.2,25,1
"6064","delta=0.2, n=25",0.2,25,1
"6065","delta=0.2, n=25",0.2,25,0
"6066","delta=0.2, n=25",0.2,25,0
"6067","delta=0.2, n=25",0.2,25,0
"6068","delta=0.2, n=25",0.2,25,1
"6069","delta=0.2, n=25",0.2,25,0
"6070","delta=0.2, n=25",0.2,25,0
"6071","delta=0.2, n=25",0.2,25,1
"6072","delta=0.2, n=25",0.2,25,1
"6073","delta=0.2, n=25",0.2,25,0
"6074","delta=0.2, n=25",0.2,25,1
"6075","delta=0.2, n=25",0.2,25,0
"6076","delta=0.2, n=25",0.2,25,0
"6077","delta=0.2, n=25",0.2,25,0
"6078","delta=0.2, n=25",0.2,25,0
"6079","delta=0.2, n=25",0.2,25,0
"6080","delta=0.2, n=25",0.2,25,1
"6081","delta=0.2, n=25",0.2,25,1
"6082","delta=0.2, n=25",0.2,25,0
"6083","delta=0.2, n=25",0.2,25,1
"6084","delta=0.2, n=25",0.2,25,0
"6085","delta=0.2, n=25",0.2,25,0
"6086","delta=0.2, n=25",0.2,25,0
"6087","delta=0.2, n=25",0.2,25,0
"6088","delta=0.2, n=25",0.2,25,0
"6089","delta=0.2, n=25",0.2,25,0
"6090","delta=0.2, n=25",0.2,25,0
"6091","delta=0.2, n=25",0.2,25,0
"6092","delta=0.2, n=25",0.2,25,0
"6093","delta=0.2, n=25",0.2,25,0
"6094","delta=0.2, n=25",0.2,25,0
"6095","delta=0.2, n=25",0.2,25,1
"6096","delta=0.2, n=25",0.2,25,1
"6097","delta=0.2, n=25",0.2,25,1
"6098","delta=0.2, n=25",0.2,25,1
"6099","delta=0.2, n=25",0.2,25,1
"6100","delta=0.2, n=25",0.2,25,1
"6101","delta=0.2, n=25",0.2,25,1
"6102","delta=0.2, n=25",0.2,25,0
"6103","delta=0.2, n=25",0.2,25,1
"6104","delta=0.2, n=25",0.2,25,1
"6105","delta=0.2, n=25",0.2,25,1
"6106","delta=0.2, n=25",0.2,25,1
"6107","delta=0.2, n=25",0.2,25,1
"6108","delta=0.2, n=25",0.2,25,0
"6109","delta=0.2, n=25",0.2,25,0
"6110","delta=0.2, n=25",0.2,25,1
"6111","delta=0.2, n=25",0.2,25,0
"6112","delta=0.2, n=25",0.2,25,0
"6113","delta=0.2, n=25",0.2,25,1
"6114","delta=0.2, n=25",0.2,25,1
"6115","delta=0.2, n=25",0.2,25,1
"6116","delta=0.2, n=25",0.2,25,1
"6117","delta=0.2, n=25",0.2,25,0
"6118","delta=0.2, n=25",0.2,25,1
"6119","delta=0.2, n=25",0.2,25,0
"6120","delta=0.2, n=25",0.2,25,0
"6121","delta=0.2, n=25",0.2,25,0
"6122","delta=0.2, n=25",0.2,25,1
"6123","delta=0.2, n=25",0.2,25,0
"6124","delta=0.2, n=25",0.2,25,0
"6125","delta=0.2, n=25",0.2,25,0
"6126","delta=0.2, n=25",0.2,25,1
"6127","delta=0.2, n=25",0.2,25,0
"6128","delta=0.2, n=25",0.2,25,1
"6129","delta=0.2, n=25",0.2,25,0
"6130","delta=0.2, n=25",0.2,25,1
"6131","delta=0.2, n=25",0.2,25,0
"6132","delta=0.2, n=25",0.2,25,0
"6133","delta=0.2, n=25",0.2,25,0
"6134","delta=0.2, n=25",0.2,25,1
"6135","delta=0.2, n=25",0.2,25,0
"6136","delta=0.2, n=25",0.2,25,1
"6137","delta=0.2, n=25",0.2,25,0
"6138","delta=0.2, n=25",0.2,25,0
"6139","delta=0.2, n=25",0.2,25,1
"6140","delta=0.2, n=25",0.2,25,1
"6141","delta=0.2, n=25",0.2,25,1
"6142","delta=0.2, n=25",0.2,25,0
"6143","delta=0.2, n=25",0.2,25,0
"6144","delta=0.2, n=25",0.2,25,0
"6145","delta=0.2, n=25",0.2,25,0
"6146","delta=0.2, n=25",0.2,25,0
"6147","delta=0.2, n=25",0.2,25,0
"6148","delta=0.2, n=25",0.2,25,0
"6149","delta=0.2, n=25",0.2,25,1
"6150","delta=0.2, n=25",0.2,25,0
"6151","delta=0.2, n=25",0.2,25,1
"6152","delta=0.2, n=25",0.2,25,0
"6153","delta=0.2, n=25",0.2,25,0
"6154","delta=0.2, n=25",0.2,25,0
"6155","delta=0.2, n=25",0.2,25,0
"6156","delta=0.2, n=25",0.2,25,0
"6157","delta=0.2, n=25",0.2,25,0
"6158","delta=0.2, n=25",0.2,25,1
"6159","delta=0.2, n=25",0.2,25,0
"6160","delta=0.2, n=25",0.2,25,0
"6161","delta=0.2, n=25",0.2,25,1
"6162","delta=0.2, n=25",0.2,25,1
"6163","delta=0.2, n=25",0.2,25,1
"6164","delta=0.2, n=25",0.2,25,1
"6165","delta=0.2, n=25",0.2,25,0
"6166","delta=0.2, n=25",0.2,25,0
"6167","delta=0.2, n=25",0.2,25,0
"6168","delta=0.2, n=25",0.2,25,1
"6169","delta=0.2, n=25",0.2,25,1
"6170","delta=0.2, n=25",0.2,25,0
"6171","delta=0.2, n=25",0.2,25,0
"6172","delta=0.2, n=25",0.2,25,0
"6173","delta=0.2, n=25",0.2,25,1
"6174","delta=0.2, n=25",0.2,25,0
"6175","delta=0.2, n=25",0.2,25,1
"6176","delta=0.2, n=25",0.2,25,1
"6177","delta=0.2, n=25",0.2,25,0
"6178","delta=0.2, n=25",0.2,25,0
"6179","delta=0.2, n=25",0.2,25,0
"6180","delta=0.2, n=25",0.2,25,0
"6181","delta=0.2, n=25",0.2,25,0
"6182","delta=0.2, n=25",0.2,25,1
"6183","delta=0.2, n=25",0.2,25,1
"6184","delta=0.2, n=25",0.2,25,1
"6185","delta=0.2, n=25",0.2,25,0
"6186","delta=0.2, n=25",0.2,25,1
"6187","delta=0.2, n=25",0.2,25,1
"6188","delta=0.2, n=25",0.2,25,1
"6189","delta=0.2, n=25",0.2,25,0
"6190","delta=0.2, n=25",0.2,25,1
"6191","delta=0.2, n=25",0.2,25,1
"6192","delta=0.2, n=25",0.2,25,1
"6193","delta=0.2, n=25",0.2,25,1
"6194","delta=0.2, n=25",0.2,25,0
"6195","delta=0.2, n=25",0.2,25,0
"6196","delta=0.2, n=25",0.2,25,0
"6197","delta=0.2, n=25",0.2,25,0
"6198","delta=0.2, n=25",0.2,25,0
"6199","delta=0.2, n=25",0.2,25,0
"6200","delta=0.2, n=25",0.2,25,1
"6201","delta=0.2, n=25",0.2,25,0
"6202","delta=0.2, n=25",0.2,25,1
"6203","delta=0.2, n=25",0.2,25,1
"6204","delta=0.2, n=25",0.2,25,0
"6205","delta=0.2, n=25",0.2,25,0
"6206","delta=0.2, n=25",0.2,25,1
"6207","delta=0.2, n=25",0.2,25,0
"6208","delta=0.2, n=25",0.2,25,1
"6209","delta=0.2, n=25",0.2,25,0
"6210","delta=0.2, n=25",0.2,25,0
"6211","delta=0.2, n=25",0.2,25,1
"6212","delta=0.2, n=25",0.2,25,1
"6213","delta=0.2, n=25",0.2,25,1
"6214","delta=0.2, n=25",0.2,25,0
"6215","delta=0.2, n=25",0.2,25,1
"6216","delta=0.2, n=25",0.2,25,1
"6217","delta=0.2, n=25",0.2,25,0
"6218","delta=0.2, n=25",0.2,25,0
"6219","delta=0.2, n=25",0.2,25,1
"6220","delta=0.2, n=25",0.2,25,1
"6221","delta=0.2, n=25",0.2,25,0
"6222","delta=0.2, n=25",0.2,25,0
"6223","delta=0.2, n=25",0.2,25,1
"6224","delta=0.2, n=25",0.2,25,1
"6225","delta=0.2, n=25",0.2,25,1
"6226","delta=0.2, n=25",0.2,25,0
"6227","delta=0.2, n=25",0.2,25,0
"6228","delta=0.2, n=25",0.2,25,1
"6229","delta=0.2, n=25",0.2,25,0
"6230","delta=0.2, n=25",0.2,25,1
"6231","delta=0.2, n=25",0.2,25,0
"6232","delta=0.2, n=25",0.2,25,1
"6233","delta=0.2, n=25",0.2,25,1
"6234","delta=0.2, n=25",0.2,25,0
"6235","delta=0.2, n=25",0.2,25,1
"6236","delta=0.2, n=25",0.2,25,0
"6237","delta=0.2, n=25",0.2,25,0
"6238","delta=0.2, n=25",0.2,25,0
"6239","delta=0.2, n=25",0.2,25,0
"6240","delta=0.2, n=25",0.2,25,1
"6241","delta=0.2, n=25",0.2,25,0
"6242","delta=0.2, n=25",0.2,25,1
"6243","delta=0.2, n=25",0.2,25,1
"6244","delta=0.2, n=25",0.2,25,1
"6245","delta=0.2, n=25",0.2,25,0
"6246","delta=0.2, n=25",0.2,25,1
"6247","delta=0.2, n=25",0.2,25,1
"6248","delta=0.2, n=25",0.2,25,0
"6249","delta=0.2, n=25",0.2,25,0
"6250","delta=0.2, n=25",0.2,25,1
"6251","delta=0.2, n=25",0.2,25,0
"6252","delta=0.2, n=25",0.2,25,1
"6253","delta=0.2, n=25",0.2,25,0
"6254","delta=0.2, n=25",0.2,25,0
"6255","delta=0.2, n=25",0.2,25,1
"6256","delta=0.2, n=25",0.2,25,1
"6257","delta=0.2, n=25",0.2,25,0
"6258","delta=0.2, n=25",0.2,25,1
"6259","delta=0.2, n=25",0.2,25,1
"6260","delta=0.2, n=25",0.2,25,1
"6261","delta=0.2, n=25",0.2,25,1
"6262","delta=0.2, n=25",0.2,25,0
"6263","delta=0.2, n=25",0.2,25,0
"6264","delta=0.2, n=25",0.2,25,1
"6265","delta=0.2, n=25",0.2,25,1
"6266","delta=0.2, n=25",0.2,25,0
"6267","delta=0.2, n=25",0.2,25,0
"6268","delta=0.2, n=25",0.2,25,0
"6269","delta=0.2, n=25",0.2,25,0
"6270","delta=0.2, n=25",0.2,25,0
"6271","delta=0.2, n=25",0.2,25,0
"6272","delta=0.2, n=25",0.2,25,0
"6273","delta=0.2, n=25",0.2,25,1
"6274","delta=0.2, n=25",0.2,25,0
"6275","delta=0.2, n=25",0.2,25,0
"6276","delta=0.2, n=25",0.2,25,0
"6277","delta=0.2, n=25",0.2,25,0
"6278","delta=0.2, n=25",0.2,25,1
"6279","delta=0.2, n=25",0.2,25,0
"6280","delta=0.2, n=25",0.2,25,1
"6281","delta=0.2, n=25",0.2,25,0
"6282","delta=0.2, n=25",0.2,25,1
"6283","delta=0.2, n=25",0.2,25,1
"6284","delta=0.2, n=25",0.2,25,0
"6285","delta=0.2, n=25",0.2,25,1
"6286","delta=0.2, n=25",0.2,25,1
"6287","delta=0.2, n=25",0.2,25,0
"6288","delta=0.2, n=25",0.2,25,1
"6289","delta=0.2, n=25",0.2,25,0
"6290","delta=0.2, n=25",0.2,25,1
"6291","delta=0.2, n=25",0.2,25,0
"6292","delta=0.2, n=25",0.2,25,1
"6293","delta=0.2, n=25",0.2,25,1
"6294","delta=0.2, n=25",0.2,25,0
"6295","delta=0.2, n=25",0.2,25,0
"6296","delta=0.2, n=25",0.2,25,1
"6297","delta=0.2, n=25",0.2,25,0
"6298","delta=0.2, n=25",0.2,25,0
"6299","delta=0.2, n=25",0.2,25,1
"6300","delta=0.2, n=25",0.2,25,0
"6301","delta=0.2, n=25",0.2,25,1
"6302","delta=0.2, n=25",0.2,25,0
"6303","delta=0.2, n=25",0.2,25,1
"6304","delta=0.2, n=25",0.2,25,1
"6305","delta=0.2, n=25",0.2,25,0
"6306","delta=0.2, n=25",0.2,25,0
"6307","delta=0.2, n=25",0.2,25,0
"6308","delta=0.2, n=25",0.2,25,1
"6309","delta=0.2, n=25",0.2,25,0
"6310","delta=0.2, n=25",0.2,25,0
"6311","delta=0.2, n=25",0.2,25,1
"6312","delta=0.2, n=25",0.2,25,0
"6313","delta=0.2, n=25",0.2,25,1
"6314","delta=0.2, n=25",0.2,25,0
"6315","delta=0.2, n=25",0.2,25,1
"6316","delta=0.2, n=25",0.2,25,0
"6317","delta=0.2, n=25",0.2,25,0
"6318","delta=0.2, n=25",0.2,25,0
"6319","delta=0.2, n=25",0.2,25,0
"6320","delta=0.2, n=25",0.2,25,0
"6321","delta=0.2, n=25",0.2,25,1
"6322","delta=0.2, n=25",0.2,25,0
"6323","delta=0.2, n=25",0.2,25,0
"6324","delta=0.2, n=25",0.2,25,0
"6325","delta=0.2, n=25",0.2,25,0
"6326","delta=0.2, n=25",0.2,25,1
"6327","delta=0.2, n=25",0.2,25,0
"6328","delta=0.2, n=25",0.2,25,1
"6329","delta=0.2, n=25",0.2,25,0
"6330","delta=0.2, n=25",0.2,25,1
"6331","delta=0.2, n=25",0.2,25,0
"6332","delta=0.2, n=25",0.2,25,1
"6333","delta=0.2, n=25",0.2,25,1
"6334","delta=0.2, n=25",0.2,25,1
"6335","delta=0.2, n=25",0.2,25,1
"6336","delta=0.2, n=25",0.2,25,0
"6337","delta=0.2, n=25",0.2,25,0
"6338","delta=0.2, n=25",0.2,25,1
"6339","delta=0.2, n=25",0.2,25,0
"6340","delta=0.2, n=25",0.2,25,0
"6341","delta=0.2, n=25",0.2,25,0
"6342","delta=0.2, n=25",0.2,25,1
"6343","delta=0.2, n=25",0.2,25,1
"6344","delta=0.2, n=25",0.2,25,0
"6345","delta=0.2, n=25",0.2,25,1
"6346","delta=0.2, n=25",0.2,25,0
"6347","delta=0.2, n=25",0.2,25,1
"6348","delta=0.2, n=25",0.2,25,1
"6349","delta=0.2, n=25",0.2,25,0
"6350","delta=0.2, n=25",0.2,25,0
"6351","delta=0.2, n=25",0.2,25,0
"6352","delta=0.2, n=25",0.2,25,0
"6353","delta=0.2, n=25",0.2,25,0
"6354","delta=0.2, n=25",0.2,25,0
"6355","delta=0.2, n=25",0.2,25,1
"6356","delta=0.2, n=25",0.2,25,0
"6357","delta=0.2, n=25",0.2,25,0
"6358","delta=0.2, n=25",0.2,25,0
"6359","delta=0.2, n=25",0.2,25,1
"6360","delta=0.2, n=25",0.2,25,1
"6361","delta=0.2, n=25",0.2,25,1
"6362","delta=0.2, n=25",0.2,25,1
"6363","delta=0.2, n=25",0.2,25,1
"6364","delta=0.2, n=25",0.2,25,1
"6365","delta=0.2, n=25",0.2,25,0
"6366","delta=0.2, n=25",0.2,25,1
"6367","delta=0.2, n=25",0.2,25,1
"6368","delta=0.2, n=25",0.2,25,0
"6369","delta=0.2, n=25",0.2,25,1
"6370","delta=0.2, n=25",0.2,25,1
"6371","delta=0.2, n=25",0.2,25,0
"6372","delta=0.2, n=25",0.2,25,0
"6373","delta=0.2, n=25",0.2,25,1
"6374","delta=0.2, n=25",0.2,25,0
"6375","delta=0.2, n=25",0.2,25,1
"6376","delta=0.2, n=25",0.2,25,0
"6377","delta=0.2, n=25",0.2,25,0
"6378","delta=0.2, n=25",0.2,25,0
"6379","delta=0.2, n=25",0.2,25,1
"6380","delta=0.2, n=25",0.2,25,0
"6381","delta=0.2, n=25",0.2,25,0
"6382","delta=0.2, n=25",0.2,25,1
"6383","delta=0.2, n=25",0.2,25,0
"6384","delta=0.2, n=25",0.2,25,0
"6385","delta=0.2, n=25",0.2,25,1
"6386","delta=0.2, n=25",0.2,25,0
"6387","delta=0.2, n=25",0.2,25,0
"6388","delta=0.2, n=25",0.2,25,1
"6389","delta=0.2, n=25",0.2,25,1
"6390","delta=0.2, n=25",0.2,25,0
"6391","delta=0.2, n=25",0.2,25,1
"6392","delta=0.2, n=25",0.2,25,1
"6393","delta=0.2, n=25",0.2,25,1
"6394","delta=0.2, n=25",0.2,25,1
"6395","delta=0.2, n=25",0.2,25,0
"6396","delta=0.2, n=25",0.2,25,1
"6397","delta=0.2, n=25",0.2,25,1
"6398","delta=0.2, n=25",0.2,25,0
"6399","delta=0.2, n=25",0.2,25,0
"6400","delta=0.2, n=25",0.2,25,0
"6401","delta=0.2, n=25",0.2,25,0
"6402","delta=0.2, n=25",0.2,25,0
"6403","delta=0.2, n=25",0.2,25,1
"6404","delta=0.2, n=25",0.2,25,1
"6405","delta=0.2, n=25",0.2,25,1
"6406","delta=0.2, n=25",0.2,25,0
"6407","delta=0.2, n=25",0.2,25,1
"6408","delta=0.2, n=25",0.2,25,0
"6409","delta=0.2, n=25",0.2,25,1
"6410","delta=0.2, n=25",0.2,25,1
"6411","delta=0.2, n=25",0.2,25,1
"6412","delta=0.2, n=25",0.2,25,0
"6413","delta=0.2, n=25",0.2,25,0
"6414","delta=0.2, n=25",0.2,25,1
"6415","delta=0.2, n=25",0.2,25,1
"6416","delta=0.2, n=25",0.2,25,1
"6417","delta=0.2, n=25",0.2,25,0
"6418","delta=0.2, n=25",0.2,25,1
"6419","delta=0.2, n=25",0.2,25,1
"6420","delta=0.2, n=25",0.2,25,0
"6421","delta=0.2, n=25",0.2,25,0
"6422","delta=0.2, n=25",0.2,25,1
"6423","delta=0.2, n=25",0.2,25,0
"6424","delta=0.2, n=25",0.2,25,0
"6425","delta=0.2, n=25",0.2,25,0
"6426","delta=0.2, n=25",0.2,25,1
"6427","delta=0.2, n=25",0.2,25,0
"6428","delta=0.2, n=25",0.2,25,0
"6429","delta=0.2, n=25",0.2,25,0
"6430","delta=0.2, n=25",0.2,25,1
"6431","delta=0.2, n=25",0.2,25,1
"6432","delta=0.2, n=25",0.2,25,1
"6433","delta=0.2, n=25",0.2,25,1
"6434","delta=0.2, n=25",0.2,25,1
"6435","delta=0.2, n=25",0.2,25,1
"6436","delta=0.2, n=25",0.2,25,0
"6437","delta=0.2, n=25",0.2,25,0
"6438","delta=0.2, n=25",0.2,25,0
"6439","delta=0.2, n=25",0.2,25,0
"6440","delta=0.2, n=25",0.2,25,0
"6441","delta=0.2, n=25",0.2,25,1
"6442","delta=0.2, n=25",0.2,25,1
"6443","delta=0.2, n=25",0.2,25,1
"6444","delta=0.2, n=25",0.2,25,1
"6445","delta=0.2, n=25",0.2,25,1
"6446","delta=0.2, n=25",0.2,25,1
"6447","delta=0.2, n=25",0.2,25,0
"6448","delta=0.2, n=25",0.2,25,0
"6449","delta=0.2, n=25",0.2,25,1
"6450","delta=0.2, n=25",0.2,25,0
"6451","delta=0.2, n=25",0.2,25,1
"6452","delta=0.2, n=25",0.2,25,1
"6453","delta=0.2, n=25",0.2,25,0
"6454","delta=0.2, n=25",0.2,25,1
"6455","delta=0.2, n=25",0.2,25,1
"6456","delta=0.2, n=25",0.2,25,1
"6457","delta=0.2, n=25",0.2,25,1
"6458","delta=0.2, n=25",0.2,25,1
"6459","delta=0.2, n=25",0.2,25,1
"6460","delta=0.2, n=25",0.2,25,0
"6461","delta=0.2, n=25",0.2,25,1
"6462","delta=0.2, n=25",0.2,25,0
"6463","delta=0.2, n=25",0.2,25,0
"6464","delta=0.2, n=25",0.2,25,1
"6465","delta=0.2, n=25",0.2,25,0
"6466","delta=0.2, n=25",0.2,25,0
"6467","delta=0.2, n=25",0.2,25,0
"6468","delta=0.2, n=25",0.2,25,0
"6469","delta=0.2, n=25",0.2,25,1
"6470","delta=0.2, n=25",0.2,25,1
"6471","delta=0.2, n=25",0.2,25,1
"6472","delta=0.2, n=25",0.2,25,0
"6473","delta=0.2, n=25",0.2,25,1
"6474","delta=0.2, n=25",0.2,25,0
"6475","delta=0.2, n=25",0.2,25,1
"6476","delta=0.2, n=25",0.2,25,1
"6477","delta=0.2, n=25",0.2,25,1
"6478","delta=0.2, n=25",0.2,25,0
"6479","delta=0.2, n=25",0.2,25,0
"6480","delta=0.2, n=25",0.2,25,1
"6481","delta=0.2, n=25",0.2,25,0
"6482","delta=0.2, n=25",0.2,25,1
"6483","delta=0.2, n=25",0.2,25,1
"6484","delta=0.2, n=25",0.2,25,0
"6485","delta=0.2, n=25",0.2,25,1
"6486","delta=0.2, n=25",0.2,25,0
"6487","delta=0.2, n=25",0.2,25,1
"6488","delta=0.2, n=25",0.2,25,0
"6489","delta=0.2, n=25",0.2,25,1
"6490","delta=0.2, n=25",0.2,25,1
"6491","delta=0.2, n=25",0.2,25,1
"6492","delta=0.2, n=25",0.2,25,1
"6493","delta=0.2, n=25",0.2,25,0
"6494","delta=0.2, n=25",0.2,25,0
"6495","delta=0.2, n=25",0.2,25,0
"6496","delta=0.2, n=25",0.2,25,0
"6497","delta=0.2, n=25",0.2,25,0
"6498","delta=0.2, n=25",0.2,25,1
"6499","delta=0.2, n=25",0.2,25,1
"6500","delta=0.2, n=25",0.2,25,1
"6501","delta=0.2, n=25",0.2,25,0
"6502","delta=0.2, n=25",0.2,25,1
"6503","delta=0.2, n=25",0.2,25,1
"6504","delta=0.2, n=25",0.2,25,0
"6505","delta=0.2, n=25",0.2,25,1
"6506","delta=0.2, n=25",0.2,25,1
"6507","delta=0.2, n=25",0.2,25,0
"6508","delta=0.2, n=25",0.2,25,0
"6509","delta=0.2, n=25",0.2,25,0
"6510","delta=0.2, n=25",0.2,25,1
"6511","delta=0.2, n=25",0.2,25,1
"6512","delta=0.2, n=25",0.2,25,0
"6513","delta=0.2, n=25",0.2,25,0
"6514","delta=0.2, n=25",0.2,25,1
"6515","delta=0.2, n=25",0.2,25,0
"6516","delta=0.2, n=25",0.2,25,1
"6517","delta=0.2, n=25",0.2,25,0
"6518","delta=0.2, n=25",0.2,25,1
