"","params","delta","n","decision"
"6809","delta=0.2, n=25",0.2,25,0
"6810","delta=0.2, n=25",0.2,25,1
"6811","delta=0.2, n=25",0.2,25,0
"6812","delta=0.2, n=25",0.2,25,0
"6813","delta=0.2, n=25",0.2,25,0
"6814","delta=0.2, n=25",0.2,25,0
"6815","delta=0.2, n=25",0.2,25,0
"6816","delta=0.2, n=25",0.2,25,0
"6817","delta=0.2, n=25",0.2,25,0
"6818","delta=0.2, n=25",0.2,25,0
"6819","delta=0.2, n=25",0.2,25,0
"6820","delta=0.2, n=25",0.2,25,0
"6821","delta=0.2, n=25",0.2,25,0
"6822","delta=0.2, n=25",0.2,25,0
"6823","delta=0.2, n=25",0.2,25,0
"6824","delta=0.2, n=25",0.2,25,1
"6825","delta=0.2, n=25",0.2,25,1
"6826","delta=0.2, n=25",0.2,25,1
"6827","delta=0.2, n=25",0.2,25,0
"6828","delta=0.2, n=25",0.2,25,0
"6829","delta=0.2, n=25",0.2,25,0
"6830","delta=0.2, n=25",0.2,25,1
"6831","delta=0.2, n=25",0.2,25,0
"6832","delta=0.2, n=25",0.2,25,0
"6833","delta=0.2, n=25",0.2,25,0
"6834","delta=0.2, n=25",0.2,25,0
"6835","delta=0.2, n=25",0.2,25,0
"6836","delta=0.2, n=25",0.2,25,0
"6837","delta=0.2, n=25",0.2,25,1
"6838","delta=0.2, n=25",0.2,25,0
"6839","delta=0.2, n=25",0.2,25,0
"6840","delta=0.2, n=25",0.2,25,1
"6841","delta=0.2, n=25",0.2,25,1
"6842","delta=0.2, n=25",0.2,25,1
"6843","delta=0.2, n=25",0.2,25,1
"6844","delta=0.2, n=25",0.2,25,0
"6845","delta=0.2, n=25",0.2,25,1
"6846","delta=0.2, n=25",0.2,25,0
"6847","delta=0.2, n=25",0.2,25,1
"6848","delta=0.2, n=25",0.2,25,0
"6849","delta=0.2, n=25",0.2,25,1
"6850","delta=0.2, n=25",0.2,25,0
"6851","delta=0.2, n=25",0.2,25,0
"6852","delta=0.2, n=25",0.2,25,0
"6853","delta=0.2, n=25",0.2,25,0
"6854","delta=0.2, n=25",0.2,25,0
"6855","delta=0.2, n=25",0.2,25,0
"6856","delta=0.2, n=25",0.2,25,0
"6857","delta=0.2, n=25",0.2,25,0
"6858","delta=0.2, n=25",0.2,25,0
"6859","delta=0.2, n=25",0.2,25,0
"6860","delta=0.2, n=25",0.2,25,1
"6861","delta=0.2, n=25",0.2,25,0
"6862","delta=0.2, n=25",0.2,25,0
"6863","delta=0.2, n=25",0.2,25,0
"6864","delta=0.2, n=25",0.2,25,0
"6865","delta=0.2, n=25",0.2,25,0
"6866","delta=0.2, n=25",0.2,25,0
"6867","delta=0.2, n=25",0.2,25,0
"6868","delta=0.2, n=25",0.2,25,0
"6869","delta=0.2, n=25",0.2,25,0
"6870","delta=0.2, n=25",0.2,25,0
"6871","delta=0.2, n=25",0.2,25,0
"6872","delta=0.2, n=25",0.2,25,0
"6873","delta=0.2, n=25",0.2,25,0
"6874","delta=0.2, n=25",0.2,25,0
"6875","delta=0.2, n=25",0.2,25,0
"6876","delta=0.2, n=25",0.2,25,1
"6877","delta=0.2, n=25",0.2,25,0
"6878","delta=0.2, n=25",0.2,25,1
"6879","delta=0.2, n=25",0.2,25,0
"6880","delta=0.2, n=25",0.2,25,0
"6881","delta=0.2, n=25",0.2,25,0
"6882","delta=0.2, n=25",0.2,25,0
"6883","delta=0.2, n=25",0.2,25,0
"6884","delta=0.2, n=25",0.2,25,0
"6885","delta=0.2, n=25",0.2,25,0
"6886","delta=0.2, n=25",0.2,25,0
"6887","delta=0.2, n=25",0.2,25,0
"6888","delta=0.2, n=25",0.2,25,0
"6889","delta=0.2, n=25",0.2,25,0
"6890","delta=0.2, n=25",0.2,25,0
"6891","delta=0.2, n=25",0.2,25,0
"6892","delta=0.2, n=25",0.2,25,0
"6893","delta=0.2, n=25",0.2,25,0
"6894","delta=0.2, n=25",0.2,25,0
"6895","delta=0.2, n=25",0.2,25,0
"6896","delta=0.2, n=25",0.2,25,0
"6897","delta=0.2, n=25",0.2,25,0
"6898","delta=0.2, n=25",0.2,25,0
"6899","delta=0.2, n=25",0.2,25,0
"6900","delta=0.2, n=25",0.2,25,1
"6901","delta=0.2, n=25",0.2,25,0
"6902","delta=0.2, n=25",0.2,25,0
"6903","delta=0.2, n=25",0.2,25,0
"6904","delta=0.2, n=25",0.2,25,0
"6905","delta=0.2, n=25",0.2,25,0
"6906","delta=0.2, n=25",0.2,25,0
"6907","delta=0.2, n=25",0.2,25,0
"6908","delta=0.2, n=25",0.2,25,1
"6909","delta=0.2, n=25",0.2,25,0
"6910","delta=0.2, n=25",0.2,25,0
"6911","delta=0.2, n=25",0.2,25,0
"6912","delta=0.2, n=25",0.2,25,0
"6913","delta=0.2, n=25",0.2,25,0
"6914","delta=0.2, n=25",0.2,25,1
"6915","delta=0.2, n=25",0.2,25,0
"6916","delta=0.2, n=25",0.2,25,0
"6917","delta=0.2, n=25",0.2,25,0
"6918","delta=0.2, n=25",0.2,25,0
"6919","delta=0.2, n=25",0.2,25,0
"6920","delta=0.2, n=25",0.2,25,0
"6921","delta=0.2, n=25",0.2,25,0
"6922","delta=0.2, n=25",0.2,25,0
"6923","delta=0.2, n=25",0.2,25,0
"6924","delta=0.2, n=25",0.2,25,0
"6925","delta=0.2, n=25",0.2,25,0
"6926","delta=0.2, n=25",0.2,25,1
"6927","delta=0.2, n=25",0.2,25,0
"6928","delta=0.2, n=25",0.2,25,1
"6929","delta=0.2, n=25",0.2,25,0
"6930","delta=0.2, n=25",0.2,25,0
"6931","delta=0.2, n=25",0.2,25,0
"6932","delta=0.2, n=25",0.2,25,1
"6933","delta=0.2, n=25",0.2,25,0
"6934","delta=0.2, n=25",0.2,25,0
"6935","delta=0.2, n=25",0.2,25,1
"6936","delta=0.2, n=25",0.2,25,0
"6937","delta=0.2, n=25",0.2,25,0
"6938","delta=0.2, n=25",0.2,25,0
"6939","delta=0.2, n=25",0.2,25,0
"6940","delta=0.2, n=25",0.2,25,0
"6941","delta=0.2, n=25",0.2,25,0
"6942","delta=0.2, n=25",0.2,25,0
"6943","delta=0.2, n=25",0.2,25,0
"6944","delta=0.2, n=25",0.2,25,0
"6945","delta=0.2, n=25",0.2,25,0
"6946","delta=0.2, n=25",0.2,25,1
"6947","delta=0.2, n=25",0.2,25,0
"6948","delta=0.2, n=25",0.2,25,0
"6949","delta=0.2, n=25",0.2,25,0
"6950","delta=0.2, n=25",0.2,25,0
"6951","delta=0.2, n=25",0.2,25,1
"6952","delta=0.2, n=25",0.2,25,1
"6953","delta=0.2, n=25",0.2,25,0
"6954","delta=0.2, n=25",0.2,25,0
"6955","delta=0.2, n=25",0.2,25,0
"6956","delta=0.2, n=25",0.2,25,0
"6957","delta=0.2, n=25",0.2,25,0
"6958","delta=0.2, n=25",0.2,25,0
"6959","delta=0.2, n=25",0.2,25,1
"6960","delta=0.2, n=25",0.2,25,0
"6961","delta=0.2, n=25",0.2,25,0
"6962","delta=0.2, n=25",0.2,25,0
"6963","delta=0.2, n=25",0.2,25,0
"6964","delta=0.2, n=25",0.2,25,0
"6965","delta=0.2, n=25",0.2,25,0
"6966","delta=0.2, n=25",0.2,25,0
"6967","delta=0.2, n=25",0.2,25,0
"6968","delta=0.2, n=25",0.2,25,1
"6969","delta=0.2, n=25",0.2,25,0
"6970","delta=0.2, n=25",0.2,25,0
"6971","delta=0.2, n=25",0.2,25,0
"6972","delta=0.2, n=25",0.2,25,0
"6973","delta=0.2, n=25",0.2,25,0
"6974","delta=0.2, n=25",0.2,25,0
"6975","delta=0.2, n=25",0.2,25,0
"6976","delta=0.2, n=25",0.2,25,0
"6977","delta=0.2, n=25",0.2,25,0
"6978","delta=0.2, n=25",0.2,25,0
"6979","delta=0.2, n=25",0.2,25,0
"6980","delta=0.2, n=25",0.2,25,0
"6981","delta=0.2, n=25",0.2,25,1
"6982","delta=0.2, n=25",0.2,25,0
"6983","delta=0.2, n=25",0.2,25,0
"6984","delta=0.2, n=25",0.2,25,0
"6985","delta=0.2, n=25",0.2,25,0
"6986","delta=0.2, n=25",0.2,25,0
"6987","delta=0.2, n=25",0.2,25,1
"6988","delta=0.2, n=25",0.2,25,0
"6989","delta=0.2, n=25",0.2,25,0
"6990","delta=0.2, n=25",0.2,25,0
"6991","delta=0.2, n=25",0.2,25,0
"6992","delta=0.2, n=25",0.2,25,0
"6993","delta=0.2, n=25",0.2,25,0
"6994","delta=0.2, n=25",0.2,25,0
"6995","delta=0.2, n=25",0.2,25,0
"6996","delta=0.2, n=25",0.2,25,0
"6997","delta=0.2, n=25",0.2,25,0
"6998","delta=0.2, n=25",0.2,25,0
"6999","delta=0.2, n=25",0.2,25,0
"7000","delta=0.2, n=25",0.2,25,0
"7001","delta=0.2, n=35",0.2,35,0
"7002","delta=0.2, n=35",0.2,35,1
"7003","delta=0.2, n=35",0.2,35,0
"7004","delta=0.2, n=35",0.2,35,0
"7005","delta=0.2, n=35",0.2,35,0
"7006","delta=0.2, n=35",0.2,35,0
"7007","delta=0.2, n=35",0.2,35,1
"7008","delta=0.2, n=35",0.2,35,1
"7009","delta=0.2, n=35",0.2,35,0
"7010","delta=0.2, n=35",0.2,35,0
"7011","delta=0.2, n=35",0.2,35,1
"7012","delta=0.2, n=35",0.2,35,0
"7013","delta=0.2, n=35",0.2,35,0
"7014","delta=0.2, n=35",0.2,35,0
"7015","delta=0.2, n=35",0.2,35,0
"7016","delta=0.2, n=35",0.2,35,0
"7017","delta=0.2, n=35",0.2,35,0
"7018","delta=0.2, n=35",0.2,35,0
"7019","delta=0.2, n=35",0.2,35,0
"7020","delta=0.2, n=35",0.2,35,0
"7021","delta=0.2, n=35",0.2,35,0
"7022","delta=0.2, n=35",0.2,35,0
"7023","delta=0.2, n=35",0.2,35,0
"7024","delta=0.2, n=35",0.2,35,1
"7025","delta=0.2, n=35",0.2,35,0
"7026","delta=0.2, n=35",0.2,35,0
"7027","delta=0.2, n=35",0.2,35,1
"7028","delta=0.2, n=35",0.2,35,0
"7029","delta=0.2, n=35",0.2,35,0
"7030","delta=0.2, n=35",0.2,35,0
"7031","delta=0.2, n=35",0.2,35,0
"7032","delta=0.2, n=35",0.2,35,0
"7033","delta=0.2, n=35",0.2,35,0
"7034","delta=0.2, n=35",0.2,35,0
"7035","delta=0.2, n=35",0.2,35,0
"7036","delta=0.2, n=35",0.2,35,0
"7037","delta=0.2, n=35",0.2,35,1
"7038","delta=0.2, n=35",0.2,35,1
"7039","delta=0.2, n=35",0.2,35,0
"7040","delta=0.2, n=35",0.2,35,0
"7041","delta=0.2, n=35",0.2,35,1
"7042","delta=0.2, n=35",0.2,35,0
"7043","delta=0.2, n=35",0.2,35,1
"7044","delta=0.2, n=35",0.2,35,0
"7045","delta=0.2, n=35",0.2,35,1
"7046","delta=0.2, n=35",0.2,35,1
"7047","delta=0.2, n=35",0.2,35,0
"7048","delta=0.2, n=35",0.2,35,0
"7049","delta=0.2, n=35",0.2,35,0
"7050","delta=0.2, n=35",0.2,35,0
"7051","delta=0.2, n=35",0.2,35,0
"7052","delta=0.2, n=35",0.2,35,0
"7053","delta=0.2, n=35",0.2,35,0
"7054","delta=0.2, n=35",0.2,35,0
"7055","delta=0.2, n=35",0.2,35,0
"7056","delta=0.2, n=35",0.2,35,0
"7057","delta=0.2, n=35",0.2,35,0
"7058","delta=0.2, n=35",0.2,35,0
"7059","delta=0.2, n=35",0.2,35,0
"7060","delta=0.2, n=35",0.2,35,0
"7061","delta=0.2, n=35",0.2,35,1
"7062","delta=0.2, n=35",0.2,35,1
"7063","delta=0.2, n=35",0.2,35,0
"7064","delta=0.2, n=35",0.2,35,0
"7065","delta=0.2, n=35",0.2,35,0
"7066","delta=0.2, n=35",0.2,35,1
"7067","delta=0.2, n=35",0.2,35,1
"7068","delta=0.2, n=35",0.2,35,1
"7069","delta=0.2, n=35",0.2,35,0
"7070","delta=0.2, n=35",0.2,35,0
"7071","delta=0.2, n=35",0.2,35,1
"7072","delta=0.2, n=35",0.2,35,0
"7073","delta=0.2, n=35",0.2,35,1
"7074","delta=0.2, n=35",0.2,35,0
"7075","delta=0.2, n=35",0.2,35,0
"7076","delta=0.2, n=35",0.2,35,1
"7077","delta=0.2, n=35",0.2,35,1
"7078","delta=0.2, n=35",0.2,35,0
"7079","delta=0.2, n=35",0.2,35,0
"7080","delta=0.2, n=35",0.2,35,1
"7081","delta=0.2, n=35",0.2,35,1
"7082","delta=0.2, n=35",0.2,35,0
"7083","delta=0.2, n=35",0.2,35,0
"7084","delta=0.2, n=35",0.2,35,0
"7085","delta=0.2, n=35",0.2,35,0
"7086","delta=0.2, n=35",0.2,35,0
"7087","delta=0.2, n=35",0.2,35,0
"7088","delta=0.2, n=35",0.2,35,0
"7089","delta=0.2, n=35",0.2,35,0
"7090","delta=0.2, n=35",0.2,35,0
"7091","delta=0.2, n=35",0.2,35,0
"7092","delta=0.2, n=35",0.2,35,0
"7093","delta=0.2, n=35",0.2,35,0
"7094","delta=0.2, n=35",0.2,35,0
"7095","delta=0.2, n=35",0.2,35,1
"7096","delta=0.2, n=35",0.2,35,1
"7097","delta=0.2, n=35",0.2,35,0
"7098","delta=0.2, n=35",0.2,35,0
"7099","delta=0.2, n=35",0.2,35,0
"7100","delta=0.2, n=35",0.2,35,0
"7101","delta=0.2, n=35",0.2,35,0
"7102","delta=0.2, n=35",0.2,35,0
"7103","delta=0.2, n=35",0.2,35,0
"7104","delta=0.2, n=35",0.2,35,0
"7105","delta=0.2, n=35",0.2,35,1
"7106","delta=0.2, n=35",0.2,35,1
"7107","delta=0.2, n=35",0.2,35,0
"7108","delta=0.2, n=35",0.2,35,0
"7109","delta=0.2, n=35",0.2,35,0
"7110","delta=0.2, n=35",0.2,35,0
"7111","delta=0.2, n=35",0.2,35,0
"7112","delta=0.2, n=35",0.2,35,0
"7113","delta=0.2, n=35",0.2,35,0
"7114","delta=0.2, n=35",0.2,35,1
"7115","delta=0.2, n=35",0.2,35,0
"7116","delta=0.2, n=35",0.2,35,0
"7117","delta=0.2, n=35",0.2,35,0
"7118","delta=0.2, n=35",0.2,35,0
"7119","delta=0.2, n=35",0.2,35,1
"7120","delta=0.2, n=35",0.2,35,0
"7121","delta=0.2, n=35",0.2,35,0
"7122","delta=0.2, n=35",0.2,35,0
"7123","delta=0.2, n=35",0.2,35,0
"7124","delta=0.2, n=35",0.2,35,1
"7125","delta=0.2, n=35",0.2,35,1
"7126","delta=0.2, n=35",0.2,35,0
"7127","delta=0.2, n=35",0.2,35,0
"7128","delta=0.2, n=35",0.2,35,0
"7129","delta=0.2, n=35",0.2,35,1
"7130","delta=0.2, n=35",0.2,35,0
"7131","delta=0.2, n=35",0.2,35,0
"7132","delta=0.2, n=35",0.2,35,0
"7133","delta=0.2, n=35",0.2,35,0
"7134","delta=0.2, n=35",0.2,35,0
"7135","delta=0.2, n=35",0.2,35,0
"7136","delta=0.2, n=35",0.2,35,1
"7137","delta=0.2, n=35",0.2,35,0
"7138","delta=0.2, n=35",0.2,35,0
"7139","delta=0.2, n=35",0.2,35,1
"7140","delta=0.2, n=35",0.2,35,0
"7141","delta=0.2, n=35",0.2,35,0
"7142","delta=0.2, n=35",0.2,35,1
"7143","delta=0.2, n=35",0.2,35,0
"7144","delta=0.2, n=35",0.2,35,0
"7145","delta=0.2, n=35",0.2,35,0
"7146","delta=0.2, n=35",0.2,35,0
"7147","delta=0.2, n=35",0.2,35,1
"7148","delta=0.2, n=35",0.2,35,0
"7149","delta=0.2, n=35",0.2,35,0
"7150","delta=0.2, n=35",0.2,35,0
"7151","delta=0.2, n=35",0.2,35,0
"7152","delta=0.2, n=35",0.2,35,0
"7153","delta=0.2, n=35",0.2,35,0
"7154","delta=0.2, n=35",0.2,35,0
"7155","delta=0.2, n=35",0.2,35,0
"7156","delta=0.2, n=35",0.2,35,0
"7157","delta=0.2, n=35",0.2,35,0
"7158","delta=0.2, n=35",0.2,35,0
"7159","delta=0.2, n=35",0.2,35,0
"7160","delta=0.2, n=35",0.2,35,0
"7161","delta=0.2, n=35",0.2,35,0
"7162","delta=0.2, n=35",0.2,35,0
"7163","delta=0.2, n=35",0.2,35,0
"7164","delta=0.2, n=35",0.2,35,0
"7165","delta=0.2, n=35",0.2,35,0
"7166","delta=0.2, n=35",0.2,35,0
"7167","delta=0.2, n=35",0.2,35,0
"7168","delta=0.2, n=35",0.2,35,1
"7169","delta=0.2, n=35",0.2,35,0
"7170","delta=0.2, n=35",0.2,35,0
"7171","delta=0.2, n=35",0.2,35,0
"7172","delta=0.2, n=35",0.2,35,0
"7173","delta=0.2, n=35",0.2,35,0
"7174","delta=0.2, n=35",0.2,35,0
"7175","delta=0.2, n=35",0.2,35,0
"7176","delta=0.2, n=35",0.2,35,0
"7177","delta=0.2, n=35",0.2,35,0
"7178","delta=0.2, n=35",0.2,35,0
"7179","delta=0.2, n=35",0.2,35,0
"7180","delta=0.2, n=35",0.2,35,0
"7181","delta=0.2, n=35",0.2,35,1
"7182","delta=0.2, n=35",0.2,35,1
"7183","delta=0.2, n=35",0.2,35,0
"7184","delta=0.2, n=35",0.2,35,1
"7185","delta=0.2, n=35",0.2,35,0
"7186","delta=0.2, n=35",0.2,35,0
"7187","delta=0.2, n=35",0.2,35,1
"7188","delta=0.2, n=35",0.2,35,0
"7189","delta=0.2, n=35",0.2,35,0
"7190","delta=0.2, n=35",0.2,35,0
"7191","delta=0.2, n=35",0.2,35,0
"7192","delta=0.2, n=35",0.2,35,1
"7193","delta=0.2, n=35",0.2,35,0
"7194","delta=0.2, n=35",0.2,35,1
"7195","delta=0.2, n=35",0.2,35,1
"7196","delta=0.2, n=35",0.2,35,1
"7197","delta=0.2, n=35",0.2,35,0
"7198","delta=0.2, n=35",0.2,35,0
"7199","delta=0.2, n=35",0.2,35,1
"7200","delta=0.2, n=35",0.2,35,0
"7201","delta=0.2, n=35",0.2,35,0
"7202","delta=0.2, n=35",0.2,35,1
"7203","delta=0.2, n=35",0.2,35,1
"7204","delta=0.2, n=35",0.2,35,0
"7205","delta=0.2, n=35",0.2,35,0
"7206","delta=0.2, n=35",0.2,35,0
"7207","delta=0.2, n=35",0.2,35,0
"7208","delta=0.2, n=35",0.2,35,0
"7209","delta=0.2, n=35",0.2,35,0
"7210","delta=0.2, n=35",0.2,35,0
"7211","delta=0.2, n=35",0.2,35,1
"7212","delta=0.2, n=35",0.2,35,1
"7213","delta=0.2, n=35",0.2,35,1
"7214","delta=0.2, n=35",0.2,35,0
"7215","delta=0.2, n=35",0.2,35,1
"7216","delta=0.2, n=35",0.2,35,0
"7217","delta=0.2, n=35",0.2,35,1
"7218","delta=0.2, n=35",0.2,35,0
"7219","delta=0.2, n=35",0.2,35,0
"7220","delta=0.2, n=35",0.2,35,0
"7221","delta=0.2, n=35",0.2,35,1
"7222","delta=0.2, n=35",0.2,35,0
"7223","delta=0.2, n=35",0.2,35,1
"7224","delta=0.2, n=35",0.2,35,0
"7225","delta=0.2, n=35",0.2,35,0
"7226","delta=0.2, n=35",0.2,35,0
"7227","delta=0.2, n=35",0.2,35,1
"7228","delta=0.2, n=35",0.2,35,0
"7229","delta=0.2, n=35",0.2,35,0
"7230","delta=0.2, n=35",0.2,35,1
"7231","delta=0.2, n=35",0.2,35,0
"7232","delta=0.2, n=35",0.2,35,0
"7233","delta=0.2, n=35",0.2,35,0
"7234","delta=0.2, n=35",0.2,35,0
"7235","delta=0.2, n=35",0.2,35,0
"7236","delta=0.2, n=35",0.2,35,1
"7237","delta=0.2, n=35",0.2,35,0
"7238","delta=0.2, n=35",0.2,35,0
"7239","delta=0.2, n=35",0.2,35,0
"7240","delta=0.2, n=35",0.2,35,0
"7241","delta=0.2, n=35",0.2,35,0
"7242","delta=0.2, n=35",0.2,35,0
"7243","delta=0.2, n=35",0.2,35,1
"7244","delta=0.2, n=35",0.2,35,1
"7245","delta=0.2, n=35",0.2,35,0
"7246","delta=0.2, n=35",0.2,35,0
"7247","delta=0.2, n=35",0.2,35,0
"7248","delta=0.2, n=35",0.2,35,1
"7249","delta=0.2, n=35",0.2,35,0
"7250","delta=0.2, n=35",0.2,35,0
"7251","delta=0.2, n=35",0.2,35,1
"7252","delta=0.2, n=35",0.2,35,0
"7253","delta=0.2, n=35",0.2,35,0
"7254","delta=0.2, n=35",0.2,35,0
"7255","delta=0.2, n=35",0.2,35,1
"7256","delta=0.2, n=35",0.2,35,0
"7257","delta=0.2, n=35",0.2,35,0
"7258","delta=0.2, n=35",0.2,35,0
"7259","delta=0.2, n=35",0.2,35,0
"7260","delta=0.2, n=35",0.2,35,0
"7261","delta=0.2, n=35",0.2,35,0
"7262","delta=0.2, n=35",0.2,35,1
"7263","delta=0.2, n=35",0.2,35,0
"7264","delta=0.2, n=35",0.2,35,0
"7265","delta=0.2, n=35",0.2,35,0
"7266","delta=0.2, n=35",0.2,35,0
"7267","delta=0.2, n=35",0.2,35,0
"7268","delta=0.2, n=35",0.2,35,1
"7269","delta=0.2, n=35",0.2,35,1
"7270","delta=0.2, n=35",0.2,35,1
"7271","delta=0.2, n=35",0.2,35,0
"7272","delta=0.2, n=35",0.2,35,0
"7273","delta=0.2, n=35",0.2,35,0
"7274","delta=0.2, n=35",0.2,35,0
"7275","delta=0.2, n=35",0.2,35,0
"7276","delta=0.2, n=35",0.2,35,0
"7277","delta=0.2, n=35",0.2,35,1
"7278","delta=0.2, n=35",0.2,35,0
"7279","delta=0.2, n=35",0.2,35,0
"7280","delta=0.2, n=35",0.2,35,0
"7281","delta=0.2, n=35",0.2,35,0
"7282","delta=0.2, n=35",0.2,35,1
"7283","delta=0.2, n=35",0.2,35,1
"7284","delta=0.2, n=35",0.2,35,0
"7285","delta=0.2, n=35",0.2,35,0
"7286","delta=0.2, n=35",0.2,35,0
"7287","delta=0.2, n=35",0.2,35,0
"7288","delta=0.2, n=35",0.2,35,0
"7289","delta=0.2, n=35",0.2,35,0
"7290","delta=0.2, n=35",0.2,35,0
"7291","delta=0.2, n=35",0.2,35,0
"7292","delta=0.2, n=35",0.2,35,0
"7293","delta=0.2, n=35",0.2,35,0
"7294","delta=0.2, n=35",0.2,35,0
"7295","delta=0.2, n=35",0.2,35,1
"7296","delta=0.2, n=35",0.2,35,0
"7297","delta=0.2, n=35",0.2,35,0
"7298","delta=0.2, n=35",0.2,35,1
"7299","delta=0.2, n=35",0.2,35,1
"7300","delta=0.2, n=35",0.2,35,1
"7301","delta=0.2, n=35",0.2,35,0
"7302","delta=0.2, n=35",0.2,35,0
"7303","delta=0.2, n=35",0.2,35,0
"7304","delta=0.2, n=35",0.2,35,0
"7305","delta=0.2, n=35",0.2,35,0
"7306","delta=0.2, n=35",0.2,35,0
"7307","delta=0.2, n=35",0.2,35,1
"7308","delta=0.2, n=35",0.2,35,0
"7309","delta=0.2, n=35",0.2,35,0
"7310","delta=0.2, n=35",0.2,35,0
"7311","delta=0.2, n=35",0.2,35,0
"7312","delta=0.2, n=35",0.2,35,0
"7313","delta=0.2, n=35",0.2,35,0
"7314","delta=0.2, n=35",0.2,35,1
"7315","delta=0.2, n=35",0.2,35,0
"7316","delta=0.2, n=35",0.2,35,0
"7317","delta=0.2, n=35",0.2,35,0
"7318","delta=0.2, n=35",0.2,35,0
"7319","delta=0.2, n=35",0.2,35,0
"7320","delta=0.2, n=35",0.2,35,1
"7321","delta=0.2, n=35",0.2,35,1
"7322","delta=0.2, n=35",0.2,35,1
"7323","delta=0.2, n=35",0.2,35,0
"7324","delta=0.2, n=35",0.2,35,0
"7325","delta=0.2, n=35",0.2,35,0
"7326","delta=0.2, n=35",0.2,35,0
"7327","delta=0.2, n=35",0.2,35,0
"7328","delta=0.2, n=35",0.2,35,0
"7329","delta=0.2, n=35",0.2,35,0
"7330","delta=0.2, n=35",0.2,35,0
"7331","delta=0.2, n=35",0.2,35,0
"7332","delta=0.2, n=35",0.2,35,0
"7333","delta=0.2, n=35",0.2,35,0
"7334","delta=0.2, n=35",0.2,35,0
"7335","delta=0.2, n=35",0.2,35,0
"7336","delta=0.2, n=35",0.2,35,0
"7337","delta=0.2, n=35",0.2,35,0
"7338","delta=0.2, n=35",0.2,35,0
"7339","delta=0.2, n=35",0.2,35,0
"7340","delta=0.2, n=35",0.2,35,0
"7341","delta=0.2, n=35",0.2,35,1
"7342","delta=0.2, n=35",0.2,35,0
"7343","delta=0.2, n=35",0.2,35,0
"7344","delta=0.2, n=35",0.2,35,0
"7345","delta=0.2, n=35",0.2,35,0
"7346","delta=0.2, n=35",0.2,35,1
"7347","delta=0.2, n=35",0.2,35,1
"7348","delta=0.2, n=35",0.2,35,0
"7349","delta=0.2, n=35",0.2,35,1
"7350","delta=0.2, n=35",0.2,35,0
"7351","delta=0.2, n=35",0.2,35,1
"7352","delta=0.2, n=35",0.2,35,0
"7353","delta=0.2, n=35",0.2,35,0
"7354","delta=0.2, n=35",0.2,35,0
"7355","delta=0.2, n=35",0.2,35,0
"7356","delta=0.2, n=35",0.2,35,0
"7357","delta=0.2, n=35",0.2,35,0
"7358","delta=0.2, n=35",0.2,35,0
"7359","delta=0.2, n=35",0.2,35,0
"7360","delta=0.2, n=35",0.2,35,0
"7361","delta=0.2, n=35",0.2,35,0
"7362","delta=0.2, n=35",0.2,35,0
"7363","delta=0.2, n=35",0.2,35,0
"7364","delta=0.2, n=35",0.2,35,0
"7365","delta=0.2, n=35",0.2,35,0
"7366","delta=0.2, n=35",0.2,35,0
"7367","delta=0.2, n=35",0.2,35,0
"7368","delta=0.2, n=35",0.2,35,0
"7369","delta=0.2, n=35",0.2,35,0
"7370","delta=0.2, n=35",0.2,35,0
"7371","delta=0.2, n=35",0.2,35,0
"7372","delta=0.2, n=35",0.2,35,0
"7373","delta=0.2, n=35",0.2,35,0
"7374","delta=0.2, n=35",0.2,35,0
"7375","delta=0.2, n=35",0.2,35,0
"7376","delta=0.2, n=35",0.2,35,0
"7377","delta=0.2, n=35",0.2,35,0
"7378","delta=0.2, n=35",0.2,35,0
"7379","delta=0.2, n=35",0.2,35,0
"7380","delta=0.2, n=35",0.2,35,0
"7381","delta=0.2, n=35",0.2,35,1
"7382","delta=0.2, n=35",0.2,35,1
"7383","delta=0.2, n=35",0.2,35,0
"7384","delta=0.2, n=35",0.2,35,0
"7385","delta=0.2, n=35",0.2,35,0
"7386","delta=0.2, n=35",0.2,35,1
"7387","delta=0.2, n=35",0.2,35,0
"7388","delta=0.2, n=35",0.2,35,0
"7389","delta=0.2, n=35",0.2,35,0
"7390","delta=0.2, n=35",0.2,35,0
"7391","delta=0.2, n=35",0.2,35,1
"7392","delta=0.2, n=35",0.2,35,0
"7393","delta=0.2, n=35",0.2,35,0
"7394","delta=0.2, n=35",0.2,35,0
"7395","delta=0.2, n=35",0.2,35,0
"7396","delta=0.2, n=35",0.2,35,0
"7397","delta=0.2, n=35",0.2,35,0
"7398","delta=0.2, n=35",0.2,35,1
"7399","delta=0.2, n=35",0.2,35,0
"7400","delta=0.2, n=35",0.2,35,0
"7401","delta=0.2, n=35",0.2,35,0
"7402","delta=0.2, n=35",0.2,35,0
"7403","delta=0.2, n=35",0.2,35,0
"7404","delta=0.2, n=35",0.2,35,0
"7405","delta=0.2, n=35",0.2,35,1
"7406","delta=0.2, n=35",0.2,35,0
"7407","delta=0.2, n=35",0.2,35,0
"7408","delta=0.2, n=35",0.2,35,1
"7409","delta=0.2, n=35",0.2,35,1
"7410","delta=0.2, n=35",0.2,35,0
"7411","delta=0.2, n=35",0.2,35,1
"7412","delta=0.2, n=35",0.2,35,0
"7413","delta=0.2, n=35",0.2,35,1
"7414","delta=0.2, n=35",0.2,35,0
"7415","delta=0.2, n=35",0.2,35,1
"7416","delta=0.2, n=35",0.2,35,0
